,id,text,class,subclass
277,F1_REQ_00247,"If the radio is in direct mode and the normal network service returns, the user shall be provided with an audible and visual indication.",FR,Functional
278,F1_REQ_00248,"Where calls involve the Cab radio but not the driver, the driver shall be provided with an indication that the Cab radio is busy.",FR,Functional
279,F1_REQ_00249,"For voice calls using the Cab radio not involving the driver as a called or calling party, the driver shall have the possibility to listen to the audio output of the communication.",FR,Functional
280,F1_REQ_00250,"For voice communications, if the driver picks up the handset, the radio shall allow him to join the communication.",FR,Functional
281,F1_REQ_00251,The driver shall be able to terminate communications (voice or data) by selecting another call.,FR,Functional
282,F1_REQ_00252,"Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall provide a clear indication as to whether the handheld portable is activated or not.",FR,Functional
283,F1_REQ_00253,"Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall provide an interface to allow the handheld portable to be recharged when not in use.",FR,Functional
284,F1_REQ_00254,"Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall forward calls automatically to the handheld portable when the handheld portable is activated.",FR,Functional
285,F1_REQ_00255,"Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall cancel any call forwarding to the handheld portable when it is deactivated.",FR,Functional
286,F1_REQ_00256,"Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall allow the driver to override the call forwarding to the handheld portable.",FR,Functional
287,F1_REQ_00257,Powering up the Cab radio will initiate automatic self-testing.,NFR,Functional
288,F1_REQ_00258,Powering up the Cab radio will initiate automatic selection of the pre-set loudspeaker volume.,NFR,Functional
289,F1_REQ_00259,"Powering up the Cab radio will initiate registration with other on-train systems, such as ERTMS/ETCS.",NFR,Functional
290,F1_REQ_00260,All failures of self-tests should be recorded in the train-borne recorder.,NFR,Reliability
291,F1_REQ_00261,"Powering up the Cab radio will initiate connection of the Cab radio to an authorised mobile network, which shall be the network to which the mobile was last registered (where available).",FR,Functional
292,F1_REQ_00262,"If connection is successful, the name of the network shall be displayed on the MMI and an audible indication of successful connection shall be given.",FR,Functional
293,F1_REQ_00263,"If connection is not successful, an audible and visual indication shall be provided.",FR,Functional
294,F1_REQ_00264,Powering down the Cab radio shall cause the disconnection of the Cab radio from the mobile network.,FR,Functional
295,F1_REQ_00265,"When switched off, the radio shall retain any numbers which are stored at the time the radio is switched off.",FR,Functional
296,F1_REQ_00266,The MMI on/off control shall be designed to prevent accidental activation/deactivation.,FR,Functional
297,F1_REQ_00267,Switching the MMI on shall cause a self test of MMI (e.g. transitory lighting of the display and of all the controls and indicator lights of the MMI).,FR,Functional
298,F1_REQ_00268,"Switching the MMI on shall cause determination of the status of the Cab radio, providing a display of radio status on the MMI.",FR,Functional
299,F1_REQ_00269,"When the MMI is switched on, if less than 't' minutes have elapsed since it was last powered down, the MMI shall power up with the same configuration.",FR,Functional
300,F1_REQ_00270,"When the MMI is switched on, if greater than 't' minutes have elapsed since it was last powered down, the MMI shall power up with default settings.",FR,Functional
301,F1_REQ_00271,"The time 't' should be able to be varied between 0 and 240 minutes, as a maintenance function, allowing the radio to power up in a consistent state following minor operational procedures or power interruptions.",FR,Functional
302,F1_REQ_00272,"Switch off shall be “soft"" so that the Cab radio completes controlled termination of a current call before actually switching off.",FR,Functional
303,F1_REQ_00273,"Switch off shall be “soft"" so that the Cab radio deregisters the train number (where applicable) before actually switching off.",FR,Functional
304,F1_REQ_00274,"Switch off shall be “soft"" so that the Cab radio stores required data before actually switching off.",FR,Functional
305,F1_REQ_00275,"Switch off shall be “soft"" so that the Cab radio confirms Railway emergency calls (see section 13) before actually switching off.",FR,Functional
306,F1_REQ_00276,"As far as possible, the soft switch off procedure should also apply on power failure.",NFR,Reliability
307,F1_REQ_00277,"When switched off, the public address function (if available) shall still be provided.",FR,Functional
308,F1_REQ_00278,"When switched off, the call Chief Conductor function (if available) shall still be provided.",FR,Functional
309,F1_REQ_00279,"When switched off, the intercom function (if available) shall still be provided.",FR,Functional
310,F1_REQ_00280,It shall be possible to present radio related prompts and information in a number of different languages.,FR,Functional
311,F1_REQ_00281,"By default, prompts and information shall be displayed in the language selected by the train owner (as stored within the system).",FR,Functional
312,F1_REQ_00282,It shall be possible for the user to display a list of available languages and select the language in which radio related prompts and information are displayed both at turn on and during a journey (e.g. where a change of drivers may occur).,FR,Functional
313,F1_REQ_00283,The radio shall support at least ten different languages.,FR,Functional
314,F1_REQ_00284,"By default, the loudspeaker volume shall be set to a pre-determined level suitable for the operating environment (as stored within the system).",FR,Functional
315,F1_REQ_00285,It shall be possible for the driver to increase and decrease the loudspeaker volume within the adjustment range selected.,FR,Functional
316,F1_REQ_00286,"When the handset is picked up, the loudspeaker shall continue to operate, but at a reduced volume level.",FR,Functional
317,F1_REQ_00287,"Using a simple MMI action, it shall be possible for the driver to view a prioritised list of all authorised mobile radio networks (see section 10.5).",FR,Functional
318,F1_REQ_00288,"When presented with this list, it shall be possible for the driver (using simple MMI actions) to select the required mobile radio network manually, whereupon the Cab radio shall attempt to attach to this selected network.",FR,Functional
319,F1_REQ_00289,The manual network selection function shall not be available when there are on-going voice calls involving the Cab radio.,FR,Functional
320,F1_REQ_00290,A visual confirmation of the new network identity shall be given to the driver when a manually initiated network change has been completed successfully.,FR,Functional
321,F1_REQ_00291,The Cab radio should be capable of selecting the mobile radio network as directed by input from an external device (e.g. a balise).,NFR,Functional
322,F1_REQ_00292,"If directed network selection is implemented and voice calls are ongoing at the time when the external device attempts to trigger a network change, an audible and visual indication shall be given to the driver and network change shall be deferred until the call is terminated or until coverage of the current network is lost.",FR,Functional
323,F1_REQ_00293,"If directed network selection is implemented, input from the external device(s) shall initiate the network change regardless of the identity of the current network and how it was selected.",FR,Functional
324,F1_REQ_00294,The Cab radio should be capable of selecting the mobile radio network automatically from a list of suitable networks (see section 10.5).,NFR,Usability
325,F1_REQ_00295,"If automatic network selection is implemented, it shall be possible for the driver to activate and deactivate automatic network selection.",FR,Functional
326,F1_REQ_00296,Automatic network selection shall not be used for international border crossing.,FR,Functional
327,F1_REQ_00297,"If directed network selection and/or automatic network selection are implemented, the driver shall be informed by means of an audible and visual indication of the new network identity whenever a network change takes place without user intervention.",FR,Functional
328,F1_REQ_00298,It shall be possible for the driver to register and deregister a train number by entering the train number.,FR,Functional
329,F1_REQ_00299,It shall be possible for the driver to register and deregister a train number by initiating an automated request (applicable only for leading driver).,FR,Functional
330,F1_REQ_00300,"Where the driver is required to enter the train number information, the information entered shall be shown on the display and require confirmation by the driver before further actions are possible.",FR,Functional
331,F1_REQ_00301,"If an automated request is initiated (option 2), the driver shall be able to accept or reject the train number returned by the network.",FR,Functional
332,F1_REQ_00302,"Where ERTMS/ETCS and radio systems are available and the driver is required to enter the train number as part of the initialisation procedure, this task shall be carried out only once on the ERTMS/ETCS system and the entered number transmitted to the radio system.",FR,Functional
333,F1_REQ_00303,The driver shall be warned (by audible and visual indications) if a train with the same train number is already registered on the same network.,FR,Functional
334,F1_REQ_00304,A means to override the currently registered train number shall be provided to the “newly registering” driver.,FR,Functional
335,F1_REQ_00305,The driver of the previously registered train shall be informed (by audible and visual indications) that his train number has been overridden by another driver.,FR,Functional
336,F1_REQ_00306,"Where a change of train number is required during the course of a train's journey, it shall be possible for the driver to initiate the change or override the automatic change, by entering the train number.",FR,Functional
337,F1_REQ_00307,"Non leading drivers shall be able to indicate to the system their location in the train during the registration procedure (2nd driver, 3rd driver etc).",FR,Functional
338,F1_REQ_00308,The driver's functional number shall be automatically registered/deregistered when the train number is registered/deregistered.,FR,Functional
339,F1_REQ_00309,The functional number of other on-train users who may be addressed through the Cab radio via the on-train bus shall be registered/deregistered automatically at the same time as the registration/deregistration of the driver's functional number.,FR,Functional
340,F1_REQ_00310,"Where an on-train bus is connected to the Cab radio, deregistration of functional numbers can be performed on an individual basis and also by the train driver, by one action for all users (including the driver), at the end of the journey when the train number is no longer associated with the train.",NFR,Functional
341,F1_REQ_00311,"There shall be a fixed relationship between the telephone numbers of radios installed in the locomotive/coach and the stock number, which shall remain even if the radio is changed.",FR,Functional
342,F1_REQ_00312,It shall be possible to register and deregister a stock number automatically using information from on-board systems.,FR,Functional
343,F1_REQ_00313,It shall be possible to register and deregister a stock number automatically via a fixed interface between the locomotive/coach and the radio.,FR,Functional
344,F1_REQ_00314,The Cab radio shall have a reconfigurable list of stored numbers that may be used to perform abbreviated dialling to named user identities.,FR,Functional
345,F1_REQ_00315,It shall be possible for the driver to find and display stored numbers and their information.,FR,Functional
346,F1_REQ_00316,It should be possible for the driver to store and overwrite numbers and their details in the Cab radio.,NFR,Functional
347,F1_REQ_00317,General MMI functions are required to support forwarding call to the driver handportable.,NFR,Usability
348,F1_REQ_00318,General MMI functions are required to support putting a call on hold.,NFR,Usability
349,F1_REQ_00319,General MMI functions are required to support displaying incoming call details whilst in an on-going call.,NFR,Usability
350,F1_REQ_00320,General MMI functions are required to support temporarily exiting an existing call to answer another incoming call.,NFR,Usability
351,F1_REQ_00321,General MMI functions are required to support multi-driver call service.,NFR,Usability
352,F1_REQ_00322,It shall be possible to initiate tests of the radio to provide the driver with a reasonable level of certainty that the radio and MMI are working.,FR,Functional
353,F1_REQ_00323,Such tests shall not prevent calls.,FR,Functional
354,F1_REQ_00324,The result of the tests shall be displayed in a similar format to the self-test when MMI is powered on.,FR,Functional
355,F1_REQ_00325,"For data applications, calls shall be possible even if the driver MMI is switched off.",FR,Functional
356,F1_REQ_00326,The Cab radio shall provide a priority function for calls from different sources in order to handle contention for the radio.,FR,Functional
357,F1_REQ_00327,Established calls shall be able to be either put on hold or cleared down (pre-empted) to meet other call priorities.,FR,Functional
358,F1_REQ_00328,The Cab radio shall be capable of handling contention between calls of differing priorities.,FR,Functional
359,F1_REQ_00329,An outgoing call request of higher priority than an established call shall take precedence over the established call.,FR,Functional
360,F1_REQ_00330,"Where pre-emption occurs, an advisory indication may be provided to the pre-empted parties.",FR,Functional
361,F1_REQ_00331,Priority call handling facilities shall be provided such that the performance requirements defined in sections 3.4 and 10.2 can be met.,NFR,Performance
362,F1_REQ_00332,"Upon the request of the driver, the Cab radio should be able to perform a suite of run-time diagnostic tests on all physical interfaces.",NFR,Usability
363,F1_REQ_00333,"If run-time diagnostics are implemented, failure of an interface shall be reported to the driver via the display.",NFR,Reliability
364,F1_REQ_00334,"If run-time diagnostics are implemented, all failures should be available to be recorded in a train-borne recorder.",NFR,Reliability
365,F1_REQ_00335,"If run-time diagnostics are implemented, diagnostic tests shall not interfere with normal operation of the Cab radio.",FR,Functional
366,F1_REQ_00336,"Train-mounted equipment including the Cab radio terminal equipment, MMI and antenna shall comply with all specifications in section 4.3 and all of those defined in this section.",FR,Functional
367,F1_REQ_00337,"Cab radios should be able to continue to operate for a period of at least 1 hour in the event of failure of the train's power supply, based on 20% point-to-point calls, 5% group calls, and 75% standby.",NFR,Reliability
368,F1_REQ_00338,The driver man-machine interface shall comprise a display.,FR,Functional
369,F1_REQ_00339,The driver man-machine interface shall comprise a control panel.,FR,Functional
370,F1_REQ_00340,The driver man-machine interface shall comprise a loudspeaker.,FR,Functional
371,F1_REQ_00341,The driver man-machine interface shall comprise a handset with Push-To-Talk button.,FR,Functional
372,F1_REQ_00342,Radio equipment installed in a driver's Cab shall not obstruct the driver's vision or otherwise hinder the safe driving of the train.,FR,Functional
373,F1_REQ_00343,The design of the equipment shall make it possible to install it within a cab complying with the requirements of UIC fiche 651 concerning the layout of cab equipment5.,FR,Functional
374,F1_REQ_00344,All call related functions shall be possible with the handset on or off the hook.,FR,Functional
375,F1_REQ_00345,"The driver shall be able to adjust the brightness of buttons, indicator lights and displays according to the ambient lighting in the cab.",FR,Functional
376,F1_REQ_00346,The driver shall be able to adjust the contrast of the display.,FR,Functional
377,F1_REQ_00347,The emergency call button shall be red and shall be protected against accidental use.,FR,Functional
378,F1_REQ_00348,"Any displays shall be clearly readable from a normal driver's position, assuming a normal reading distance.",FR,Functional
379,F1_REQ_00349,Displayed characters shall have a minimum height of 5mm.,FR,Functional
380,F1_REQ_00350,"The following colours (red, green) shall only be used where mandated in 5.4.11.",FR,Functional
381,F1_REQ_00351,The standard set of audible and visual indications specified in the CENELEC Standard for the Driver-Machine Interface for ERTMS shall be implemented in the Cab radio system.,FR,Functional
382,F1_REQ_00352,"Some Cab radios may need to be operated by staff wearing gloves and controls may need to be suitable for use in a wide range of conditions, e.g. splash proof and suitable for viewing in direct sunlight and in darkness.",NFR,Usability
383,F1_REQ_00353,"Where there is a risk that stored numbers or other set-up details may be accidentally changed, facilities should be provided on the Cab radio in order to prevent this happening.",FR,Functional
384,F1_REQ_00354,Cab radios shall provide a means of preventing tampering.,FR,Functional
385,F1_REQ_00355,"If contact with the mobile radio network is lost, then the Cab radio shall give an audible and visual indication.",FR,Functional
386,F1_REQ_00356,A driver safety device (DSD) interface should be provided in traction units that are equipped with a DSD in order to support the transmission of a DSD alarm.,FR,Functional
387,F1_REQ_00357,"If a DSD interface is implemented, it shall be capable of being connected to a device complying with UIC fiche 6413 concerning automatic vigilance devices used in international traffic.",FR,Functional
388,F1_REQ_00358,The activation of the driver safety device shall automatically trigger the Cab radio to send a data message.,FR,Functional
389,F1_REQ_00359,The DSD alarm call/message shall provide the train number.,FR,Functional
390,F1_REQ_00360,The DSD alarm call/message shall provide the engine number.,FR,Functional
391,F1_REQ_00361,The DSD alarm call/message should provide location information.,FR,Functional
392,F1_REQ_00362,DSD alarm information shall be transmitted to the primary controller.,FR,Functional
393,F1_REQ_00363,Additional information (for DSD alarm) may also be provided if available from external systems.,FR,Functional
394,F1_REQ_00364,The Cab radio shall be able to provide details of activation of Cab radio emergency call button to a train-borne recorder or other equipment via a standardised interface.,FR,Functional
395,F1_REQ_00365,The Cab radio shall be able to provide details of receipt of incoming Railway emergency call to a train-borne recorder or other equipment via a standardised interface.,FR,Functional
396,F1_REQ_00366,The Cab radio shall be able to provide details of termination of outgoing or incoming Railway emergency call to a train-borne recorder or other equipment via a standardised interface.,FR,Functional
397,F1_REQ_00367,The Cab radio should be able to provide details of radio faults to a train-borne recorder or other equipment via a standardised interface.,FR,Functional
398,F1_REQ_00368,The Cab radio shall be able to provide details of driver safety device alarm message transmission to a train-borne recorder or other equipment via a standardised interface.,FR,Functional
399,F1_REQ_00369,The Cab radio shall be able to provide details of confirmation of Railway emergency call to a train-borne recorder or other equipment via a standardised interface.,FR,Functional
400,F1_REQ_00370,On-train mobiles shall provide a standardised interface to ERTMS/ETCS.,FR,Functional
401,F1_REQ_00371,Other interfaces may be provided in the Cab radio system.,FR,Functional
402,F1_REQ_00372,"The General purpose radio shall be capable of use as a standard telephone, such that the user is able to call any valid number subject to call restrictions enforced by the network.",FR,Functional
403,F1_REQ_00373,The facility for a given General purpose radio to send a Railway emergency call (see section 13) shall be determined as a management function.,FR,Functional
404,F1_REQ_00374,A special MMI action shall be required for a General purpose radio user to send a Railway emergency call.,FR,Functional
405,F1_REQ_00375,It shall not be possible for any General purpose radio user to send a Railway emergency call by dialling a short code or telephone number.,FR,Functional
406,F1_REQ_00376,An audible and visual indication of an incoming call shall be provided (General purpose radio).,FR,Functional
407,F1_REQ_00377,"Where available, the functional identity of the calling party shall be displayed (General purpose radio).",FR,Functional
408,F1_REQ_00378,A short audible and visual indication of the incoming call shall be provided (General purpose radio).,FR,Functional
409,F1_REQ_00379,The group identity of the voice group call (VBS or VGCS) shall be displayed (General purpose radio).,FR,Functional
410,F1_REQ_00380,"If the call is a broadcast call, the user shall be informed that he cannot speak as part of the broadcast call (General purpose radio).",FR,Functional
411,F1_REQ_00381,"If the call is a group call, the user has to request permission to speak during the call by using the Push-To-Talk (PTT) function (General purpose radio).",NFR,Security
412,F1_REQ_00382,"In a group call, a visual indication shall be provided to remind the user of the need to use the PTT function (General purpose radio).",FR,Functional
413,F1_REQ_00383,"In a group call, an audible and visual indication of whether the request to talk was successful shall be provided (General purpose radio).",FR,Functional
414,F1_REQ_00384,The user may then talk whilst the PTT function is used (General purpose radio).,NFR,Functional
415,F1_REQ_00385,"If the user moves out of the group or broadcast call area whilst the call is in progress, an audible and visual indication of the loss of call shall be provided to the user (General purpose radio).",FR,Functional
416,F1_REQ_00386,Reception of an incoming Railway emergency call (if implemented) shall proceed as for a standard group or broadcast call except that a distinctive audible and visual indication shall be provided (General purpose radio).,FR,Functional
417,F1_REQ_00387,The radio shall provide a means for the user to terminate calls which he is authorised to terminate (i.e. all calls except broadcast or group calls not initiated by the user) (General purpose radio).,FR,Functional
418,F1_REQ_00388,The General purpose radio shall have an on/off switch.,FR,Functional
419,F1_REQ_00389,"Switching the General purpose radio 'on' shall initiate transitory lighting of any display, controls or indicator lights.",FR,Functional
420,F1_REQ_00390,Switching the General purpose radio 'on' shall initiate automatic self-testing.,FR,Functional
421,F1_REQ_00391,"If the self-test fails, a visible and audible indication shall be provided (General purpose radio).",FR,Functional
422,F1_REQ_00392,Switching the General purpose radio 'on' shall initiate connection to a mobile network.,FR,Functional
423,F1_REQ_00393,"If connection is successful, the name of the network shall be displayed and an audible confirmation of successful connection shall be given (General purpose radio).",FR,Functional
424,F1_REQ_00394,"If connection is not successful, an audible and visual indication shall be provided (General purpose radio).",FR,Functional
425,F1_REQ_00395,Switching the General purpose radio off shall cause termination of all calls under the control of (i.e. initiated by) the radio.,FR,Functional
426,F1_REQ_00396,Switching the General purpose radio off shall cause disconnection of the radio from the network.,FR,Functional
427,F1_REQ_00397,Switching the General purpose radio off shall cause clearing the display and inhibition of functions.,FR,Functional
428,F1_REQ_00398,"When switched off, the General purpose radio shall retain any settings and numbers which are stored at the time the radio is switched off.",FR,Functional
429,F1_REQ_00399,Prompts and messages shall be capable of being displayed in at least 10 languages (General purpose radio).,FR,Functional
430,F1_REQ_00400,The user shall be able to select his preferred language for the display; this setting shall be retained by the General purpose radio.,FR,Functional
431,F1_REQ_00401,"When the General purpose radio is first powered on, the language that appears on the display shall be the default one set by the national railway.",FR,Functional
432,F1_REQ_00402,"Where more than one mobile radio network is available for use by a General purpose mobile, the selection of the network to use shall be automatic (see section 10.5).",FR,Functional
433,F1_REQ_00403,"When the General purpose mobile changes network automatically, a visual and audible indication shall be given.",FR,Functional
434,F1_REQ_00404,It shall be possible for a General purpose user to override the automatic network selection manually.,FR,Functional
435,F1_REQ_00405,The manual network selection function shall not be available during calls (General purpose radio).,FR,Functional
436,F1_REQ_00406,It shall be possible to register a functional number initiated by the user and transmitted to the ground (General purpose radio).,FR,Functional
437,F1_REQ_00407,The user shall enter the functional number which is transmitted to the network (General purpose radio).,FR,Functional
438,F1_REQ_00408,"Where a change of functional number is required, it shall be possible for the user to initiate the change (General purpose radio).",FR,Functional
439,F1_REQ_00409,It shall be possible for the user to find and display stored numbers and their information (General purpose radio).,FR,Functional
440,F1_REQ_00410,It shall be possible for the user to store and/or overwrite numbers and their details in the radio (General purpose radio).,FR,Functional
441,F1_REQ_00411,A standard data interface should be provided to allow a computer to be connected to the General purpose radio.,FR,Functional
442,F1_REQ_00412,It should be possible for a General purpose user to change the battery without the use of tools.,NFR,Functional
443,F1_REQ_00413,The weight of the General purpose radio including battery should not exceed 250g.,NFR,Functional
444,F1_REQ_00414,"General purpose radios should be equipped with rechargeable batteries capable of providing a minimum of eight hours operation from a single charge based on 20% point-to-point calls, 5% group calls, and 75% standby.",NFR,Usability
445,F1_REQ_00415,Changing the battery should not result in losing data stored in the General purpose radio.,NFR,Functional
446,F1_REQ_00416,The General purpose radio should be suitable for use with a car adapter kit.,NFR,Usability
447,F1_REQ_00417,The General purpose radio MMI should comprise a display.,NFR,Functional
448,F1_REQ_00418,The General purpose radio MMI should comprise a control panel.,NFR,Functional
449,F1_REQ_00419,The General purpose radio MMI should comprise a loudspeaker.,NFR,Functional
450,F1_REQ_00420,The General purpose radio MMI should comprise a microphone.,NFR,Functional
451,F1_REQ_00421,The General purpose radio MMI should be suitable for use both by day and night.,NFR,Usability
452,F1_REQ_00422,The on/off control should be designed to prevent accidental activation/deactivation (General purpose radio).,NFR,Functional
453,F1_REQ_00423,Facilities should be provided to adjust the loudspeaker volume (General purpose radio).,FR,Functional
454,F1_REQ_00424,A Push-To-Talk function shall be provided (General purpose radio).,FR,Functional
455,F1_REQ_00425,The Push-To-Talk function does not need to be a dedicated button (General purpose radio).,NFR,Functional
456,F1_REQ_00426,Four buttons should be provided for designated stored numbers (General purpose radio).,FR,Functional
457,F1_REQ_00427,Stored numbers and other set-up details should be protected against accidental alteration (General purpose radio).,NFR,Functional
458,F1_REQ_00428,"If the ability to initiate Railway emergency calls is implemented in the General purpose radio, accidental initiation of a Railway emergency call shall be prevented.",FR,Functional
459,F1_REQ_00429,A visual and audible indication shall be given when the remaining capacity of the battery is such as to enable only 10 minutes of full duplex call time (General purpose radio).,FR,Functional
460,F1_REQ_00430,A network service availability indication shall be provided to the user (General purpose radio).,NFR,Reliability
461,F1_REQ_00431,A visual indication shall be provided to the user if the network service is no longer available (General purpose radio).,FR,Functional
462,F1_REQ_00432,An audible indication should be provided to the user if the network service is no longer available (General purpose radio).,FR,Functional
463,F1_REQ_00433,"The Operational radio shall be capable of use as a standard telephone, such that the user is able to call any valid number subject to call restrictions enforced by the network.",FR,Functional
464,F1_REQ_00434,It shall be possible for the user of an Operational radio to establish a call with the primary controller with a minimum number of actions being required.,FR,Functional
465,F1_REQ_00435,It shall be possible for the user of an Operational radio to establish a call with the secondary controller with a minimum number of actions being required.,FR,Functional
466,F1_REQ_00436,It shall be possible for the user of an Operational radio to establish a call with the power supply controller with a minimum number of actions being required.,FR,Functional
467,F1_REQ_00437,"For some users (Operational radio), particularly for shunting team leaders, up to twenty valid numbers may be stored for one controller type.",NFR,Portability
468,F1_REQ_00438,"For some users (Operational radio), the identities of the controllers corresponding to these valid numbers shall be displayed with an audible and visual prompt for one to be selected.",FR,Functional
469,F1_REQ_00439,"For some users (Operational radio), the number of the controller selected shall then be used to establish the call.",FR,Functional
470,F1_REQ_00440,"If no selection is made by the user within 10 seconds, the radio shall abandon the call attempt (Operational radio).",FR,Functional
471,F1_REQ_00441,"Once an appropriate number has been obtained (Operational radio), the radio shall attempt to establish a call to this number with railway operation priority.",FR,Functional
472,F1_REQ_00442,An audible and visual indication shall be provided to the user that the call is proceeding (Operational radio).,FR,Functional
473,F1_REQ_00443,"When the call is connected to the controller, an audible and visual indication shall be provided to the user (Operational radio).",FR,Functional
474,F1_REQ_00444,"The functional identity of the connected party, if available, shall be displayed to the user (Operational radio).",FR,Functional
475,F1_REQ_00445,"Where available, an alphanumeric description of the identity of the connected party shall be displayed (Operational radio).",FR,Functional
476,F1_REQ_00446,"If the system is not able to connect the call, an audible and visual indication shall be provided to the user (Operational radio).",FR,Functional
477,F1_REQ_00447,The Railway emergency call shall be able to be initiated using a single red button (Operational radio).,FR,Functional
478,F1_REQ_00448,"It should be possible, as a maintenance function, to enable/disable the emergency call function (Operational radio).",FR,Functional
479,F1_REQ_00449,"If the emergency call function is disabled, a visual indication and short audible indication shall be given when the radio is switched on (Operational radio).",FR,Functional
480,F1_REQ_00450,"If the emergency call function is disabled, a visual indication and short audible indication shall be given when the emergency button is pushed (Operational radio).",FR,Functional
481,F1_REQ_00451,An audible and visual indication of an incoming call shall be provided (Operational radio).,FR,Functional
482,F1_REQ_00452,"Where available, the functional identity of the calling party shall be displayed (Operational radio).",FR,Functional
483,F1_REQ_00453,A short audible and visual indication of the incoming call shall be provided (Operational radio).,FR,Functional
484,F1_REQ_00454,The group identity of the voice group call (VBS or VGCS) shall be displayed (Operational radio).,FR,Functional
485,F1_REQ_00455,"If the call is a broadcast call, the user shall be informed that he cannot speak as part of the broadcast call (Operational radio).",FR,Functional
486,F1_REQ_00456,"If the call is a group call, the user has to request permission to speak during the call by using the Push-To-Talk (PTT) function (Operational radio).",NFR,Security
487,F1_REQ_00457,"In a group call, a visual indication shall be provided to remind the user of the need to use the PTT function (Operational radio).",FR,Functional
488,F1_REQ_00458,"In a group call, an audible and visual indication of whether the request was successful shall be provided (Operational radio).",FR,Functional
489,F1_REQ_00459,The user may then talk whilst the PTT function is used (Operational radio).,NFR,Portability
490,F1_REQ_00460,"If the user moves out of the group or broadcast call area whilst the call is in progress, an audible and visual indication of the loss of call shall be provided to the user (Operational radio).",FR,Functional
491,F1_REQ_00461,Reception of an incoming Railway emergency call shall proceed as for a standard group or broadcast call except that a distinctive audible and visual indication shall be provided (Operational radio).,FR,Functional
492,F1_REQ_00462,The radio shall provide a means for the user to terminate calls which he is authorised to terminate (i.e. all calls except broadcast or group calls not initiated by the user) (Operational radio).,FR,Functional
493,F1_REQ_00463,The Operational radio should provide facilities to support shunting mode as described in section 14.,FR,Functional
494,F1_REQ_00464,"If shunting mode is implemented, a means to enter and leave shunting mode shall be provided (Operational radio).",FR,Functional
495,F1_REQ_00465,"If shunting mode is implemented, the functionality to enter or leave shunting mode shall not be available whilst there are on-going calls involving the Operational radio.",FR,Functional
496,F1_REQ_00466,"If shunting mode is implemented, the link assurance tone shall be provided via the loudspeaker (Operational radio).",FR,Functional
497,F1_REQ_00467,A means to enter/leave the direct mode of operation should be provided (Operational radio).,FR,Functional
498,F1_REQ_00468,The Operational radio shall have an on/off switch.,FR,Functional
499,F1_REQ_00469,"Switching the Operational radio 'on' shall initiate transitory lighting of any display, controls or indicator lights.",FR,Functional
500,F1_REQ_00470,Switching the Operational radio 'on' shall initiate automatic self-testing.,FR,Functional
501,F1_REQ_00471,"If the self-test fails, a visible and audible indication shall be provided (Operational radio).",FR,Functional
502,F1_REQ_00472,Switching the Operational radio 'on' shall initiate connection to a mobile network.,FR,Functional
503,F1_REQ_00473,"If connection is successful, the name of the network shall be displayed and an audible confirmation of successful connection shall be given (Operational radio).",FR,Functional
504,F1_REQ_00474,"If connection is not successful, an audible and visual indication shall be provided (Operational radio).",FR,Functional
505,F1_REQ_00475,Switching the Operational radio off shall cause termination of all calls under the control of (i.e. initiated by) the radio.,FR,Functional
506,F1_REQ_00476,Switching the Operational radio off shall cause disconnection of the radio from the network.,FR,Functional
507,F1_REQ_00477,Switching the Operational radio off shall cause clearing the display and inhibition of functions.,FR,Functional
508,F1_REQ_00478,"When switched off, the Operational radio shall retain any settings and numbers which are stored at the time the radio is switched off.",FR,Functional
509,F1_REQ_00479,Prompts and messages shall be capable of being displayed in at least 10 languages (Operational radio).,FR,Functional
510,F1_REQ_00480,The user shall be able to select his preferred language for the display; this setting shall be retained by the Operational radio.,FR,Functional
511,F1_REQ_00481,"When the Operational radio is first powered on, the language that appears on the display shall be the default one set by the national railway.",FR,Functional
512,F1_REQ_00482,"Where more than one mobile radio network is available for use by an Operational mobile, the selection of the network to use shall be automatic (see section 10.5).",FR,Functional
513,F1_REQ_00483,"When the Operational mobile changes network automatically, a visual and audible indication shall be given.",FR,Functional
514,F1_REQ_00484,It shall be possible for an Operational user to override the automatic network selection manually.,FR,Functional
515,F1_REQ_00485,The manual network selection function shall not be available during calls (Operational radio).,FR,Functional
516,F1_REQ_00486,It shall be possible to register a functional number initiated by the user and transmitted to the ground (Operational radio).,FR,Functional
517,F1_REQ_00487,The user shall enter the functional number which is transmitted to the network (Operational radio).,FR,Functional
518,F1_REQ_00488,"Where a change of functional number is required, it shall be possible for the user to initiate the change (Operational radio).",FR,Functional
519,F1_REQ_00489,It shall be possible for the user to find and display stored numbers and their information (Operational radio).,FR,Functional
520,F1_REQ_00490,It shall be possible for the user to store and/or overwrite numbers and their details in the radio (Operational radio).,FR,Functional
521,F1_REQ_00491,A standard data interface should be provided to allow a computer to be connected to the Operational radio.,FR,Functional
522,F1_REQ_00492,The Operational radio should be capable of withstanding exposure to salt mist spray.,NFR,Portability
523,F1_REQ_00493,The Operational radio should be capable of withstanding exposure to torrential rain at up to 2mm/min.,NFR,Portability
524,F1_REQ_00494,The Operational radio should be capable of withstanding exposure to heavy hail.,NFR,Portability
