requirement_id,project_id,project_name,dataset_id,text,class,global_id,source,type,subclass
REQ235,PROJ-01,Zenodo System,SRSCD-Zenodo,"If the train moves out of the group or broadcast call area whilst the call is in progress, an audible and visual indication of the loss of call shall be provided to the driver.",FR,F1_REQ_00234,file_1,NFR,Unknown
REQ236,PROJ-01,Zenodo System,SRSCD-Zenodo,"Reception of an incoming Railway emergency call shall proceed as for a standard group or broadcast call, except that a distinctive audible and visual indication shall be provided in the cab.",FR,F1_REQ_00235,file_1,NFR,Unknown
REQ237,PROJ-01,Zenodo System,SRSCD-Zenodo,"If a train-borne recorder is connected to the Cab radio, details of an incoming Railway emergency call shall be transmitted to the train-borne recorder for recording, see section 5.8.",FR,F1_REQ_00236,file_1,NFR,Unknown
REQ238,PROJ-01,Zenodo System,SRSCD-Zenodo,An automatic confirmation shall be generated by the Cab radio at the end of the Railway emergency call as detailed in section 13.,FR,F1_REQ_00237,file_1,NFR,Unknown
REQ239,PROJ-01,Zenodo System,SRSCD-Zenodo,The Cab radio shall provide a means for the driver to terminate calls which he is authorised to terminate (i.e. all calls except Railway emergency calls not initiated by the driver and shunting group calls).,FR,F1_REQ_00238,file_1,NFR,Unknown
REQ240,PROJ-01,Zenodo System,SRSCD-Zenodo,"For group or broadcast calls, a means to leave the call without terminating the call shall be provided.",FR,F1_REQ_00239,file_1,NFR,Unknown
REQ241,PROJ-01,Zenodo System,SRSCD-Zenodo,The Cab radio system shall be able to receive incoming text messages (see section 12 for details).,FR,F1_REQ_00240,file_1,NFR,Unknown
REQ242,PROJ-01,Zenodo System,SRSCD-Zenodo,The Cab radio shall support a ‘shunting mode' of operation that provides a link assurance tone to reassure users of the integrity of the communication link (see section 14).,FR,F1_REQ_00241,file_1,NFR,Unknown
REQ243,PROJ-01,Zenodo System,SRSCD-Zenodo,A means to enter and leave shunting mode shall be provided.,FR,F1_REQ_00242,file_1,NFR,Unknown
REQ244,PROJ-01,Zenodo System,SRSCD-Zenodo,The functionality to enter and leave shunting mode shall not be available when there are on-going calls involving the Cab radio.,FR,F1_REQ_00243,file_1,NFR,Unknown
REQ245,PROJ-01,Zenodo System,SRSCD-Zenodo,The link assurance tone shall be provided via the loudspeaker.,FR,F1_REQ_00244,file_1,NFR,Unknown
REQ246,PROJ-01,Zenodo System,SRSCD-Zenodo,"It should be possible for the Cab radio to be used without the network service (if it should fail or if there is no authorised network coverage), such that local open channel communications are still possible (direct mode).",FR,F1_REQ_00245,file_1,NFR,Unknown
REQ247,PROJ-01,Zenodo System,SRSCD-Zenodo,"If direct mode is implemented, a means to enter and leave direct mode shall be provided.",FR,F1_REQ_00246,file_1,NFR,Unknown
REQ248,PROJ-01,Zenodo System,SRSCD-Zenodo,"If the radio is in direct mode and the normal network service returns, the user shall be provided with an audible and visual indication.",FR,F1_REQ_00247,file_1,NFR,Unknown
REQ249,PROJ-01,Zenodo System,SRSCD-Zenodo,"Where calls involve the Cab radio but not the driver, the driver shall be provided with an indication that the Cab radio is busy.",FR,F1_REQ_00248,file_1,NFR,Unknown
REQ250,PROJ-01,Zenodo System,SRSCD-Zenodo,"For voice calls using the Cab radio not involving the driver as a called or calling party, the driver shall have the possibility to listen to the audio output of the communication.",FR,F1_REQ_00249,file_1,NFR,Unknown
REQ251,PROJ-01,Zenodo System,SRSCD-Zenodo,"For voice communications, if the driver picks up the handset, the radio shall allow him to join the communication.",FR,F1_REQ_00250,file_1,NFR,Unknown
REQ252,PROJ-01,Zenodo System,SRSCD-Zenodo,The driver shall be able to terminate communications (voice or data) by selecting another call.,FR,F1_REQ_00251,file_1,NFR,Unknown
REQ253,PROJ-01,Zenodo System,SRSCD-Zenodo,"Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall provide a clear indication as to whether the handheld portable is activated or not.",FR,F1_REQ_00252,file_1,NFR,Unknown
REQ254,PROJ-01,Zenodo System,SRSCD-Zenodo,"Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall provide an interface to allow the handheld portable to be recharged when not in use.",FR,F1_REQ_00253,file_1,NFR,Unknown
REQ255,PROJ-01,Zenodo System,SRSCD-Zenodo,"Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall forward calls automatically to the handheld portable when the handheld portable is activated.",FR,F1_REQ_00254,file_1,NFR,Unknown
REQ256,PROJ-01,Zenodo System,SRSCD-Zenodo,"Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall cancel any call forwarding to the handheld portable when it is deactivated.",FR,F1_REQ_00255,file_1,NFR,Unknown
REQ257,PROJ-01,Zenodo System,SRSCD-Zenodo,"Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall allow the driver to override the call forwarding to the handheld portable.",FR,F1_REQ_00256,file_1,NFR,Unknown
REQ258,PROJ-01,Zenodo System,SRSCD-Zenodo,Powering up the Cab radio will initiate automatic self-testing.,FR,F1_REQ_00257,file_1,NFR,Unknown
REQ259,PROJ-01,Zenodo System,SRSCD-Zenodo,Powering up the Cab radio will initiate automatic selection of the pre-set loudspeaker volume.,FR,F1_REQ_00258,file_1,NFR,Unknown
REQ260,PROJ-01,Zenodo System,SRSCD-Zenodo,"Powering up the Cab radio will initiate registration with other on-train systems, such as ERTMS/ETCS.",FR,F1_REQ_00259,file_1,NFR,Unknown
REQ261,PROJ-01,Zenodo System,SRSCD-Zenodo,All failures of self-tests should be recorded in the train-borne recorder.,FR,F1_REQ_00260,file_1,NFR,Unknown
REQ262,PROJ-01,Zenodo System,SRSCD-Zenodo,"Powering up the Cab radio will initiate connection of the Cab radio to an authorised mobile network, which shall be the network to which the mobile was last registered (where available).",FR,F1_REQ_00261,file_1,NFR,Unknown
REQ263,PROJ-01,Zenodo System,SRSCD-Zenodo,"If connection is successful, the name of the network shall be displayed on the MMI and an audible indication of successful connection shall be given.",FR,F1_REQ_00262,file_1,NFR,Unknown
REQ264,PROJ-01,Zenodo System,SRSCD-Zenodo,"If connection is not successful, an audible and visual indication shall be provided.",FR,F1_REQ_00263,file_1,NFR,Unknown
REQ265,PROJ-01,Zenodo System,SRSCD-Zenodo,Powering down the Cab radio shall cause the disconnection of the Cab radio from the mobile network.,FR,F1_REQ_00264,file_1,NFR,Unknown
REQ266,PROJ-01,Zenodo System,SRSCD-Zenodo,"When switched off, the radio shall retain any numbers which are stored at the time the radio is switched off.",FR,F1_REQ_00265,file_1,NFR,Unknown
REQ267,PROJ-01,Zenodo System,SRSCD-Zenodo,The MMI on/off control shall be designed to prevent accidental activation/deactivation.,NFR,F1_REQ_00266,file_1,NFR,Unknown
REQ268,PROJ-01,Zenodo System,SRSCD-Zenodo,Switching the MMI on shall cause a self test of MMI (e.g. transitory lighting of the display and of all the controls and indicator lights of the MMI).,FR,F1_REQ_00267,file_1,NFR,Unknown
REQ269,PROJ-01,Zenodo System,SRSCD-Zenodo,"Switching the MMI on shall cause determination of the status of the Cab radio, providing a display of radio status on the MMI.",FR,F1_REQ_00268,file_1,NFR,Unknown
REQ270,PROJ-01,Zenodo System,SRSCD-Zenodo,"When the MMI is switched on, if less than 't' minutes have elapsed since it was last powered down, the MMI shall power up with the same configuration.",FR,F1_REQ_00269,file_1,NFR,Unknown
REQ271,PROJ-01,Zenodo System,SRSCD-Zenodo,"When the MMI is switched on, if greater than 't' minutes have elapsed since it was last powered down, the MMI shall power up with default settings.",FR,F1_REQ_00270,file_1,NFR,Unknown
REQ272,PROJ-01,Zenodo System,SRSCD-Zenodo,"The time 't' should be able to be varied between 0 and 240 minutes, as a maintenance function, allowing the radio to power up in a consistent state following minor operational procedures or power interruptions.",FR,F1_REQ_00271,file_1,NFR,Unknown
REQ273,PROJ-01,Zenodo System,SRSCD-Zenodo,"Switch off shall be “soft"" so that the Cab radio completes controlled termination of a current call before actually switching off.",FR,F1_REQ_00272,file_1,NFR,Unknown
REQ274,PROJ-01,Zenodo System,SRSCD-Zenodo,"Switch off shall be “soft"" so that the Cab radio deregisters the train number (where applicable) before actually switching off.",FR,F1_REQ_00273,file_1,NFR,Unknown
REQ275,PROJ-01,Zenodo System,SRSCD-Zenodo,"Switch off shall be “soft"" so that the Cab radio stores required data before actually switching off.",FR,F1_REQ_00274,file_1,NFR,Unknown
REQ276,PROJ-01,Zenodo System,SRSCD-Zenodo,"Switch off shall be “soft"" so that the Cab radio confirms Railway emergency calls (see section 13) before actually switching off.",FR,F1_REQ_00275,file_1,NFR,Unknown
REQ277,PROJ-01,Zenodo System,SRSCD-Zenodo,"As far as possible, the soft switch off procedure should also apply on power failure.",NFR,F1_REQ_00276,file_1,NFR,Unknown
REQ278,PROJ-01,Zenodo System,SRSCD-Zenodo,"When switched off, the public address function (if available) shall still be provided.",FR,F1_REQ_00277,file_1,NFR,Unknown
REQ279,PROJ-01,Zenodo System,SRSCD-Zenodo,"When switched off, the call Chief Conductor function (if available) shall still be provided.",FR,F1_REQ_00278,file_1,NFR,Unknown
REQ280,PROJ-01,Zenodo System,SRSCD-Zenodo,"When switched off, the intercom function (if available) shall still be provided.",FR,F1_REQ_00279,file_1,NFR,Unknown
REQ281,PROJ-01,Zenodo System,SRSCD-Zenodo,It shall be possible to present radio related prompts and information in a number of different languages.,NFR,F1_REQ_00280,file_1,NFR,Unknown
REQ282,PROJ-01,Zenodo System,SRSCD-Zenodo,"By default, prompts and information shall be displayed in the language selected by the train owner (as stored within the system).",FR,F1_REQ_00281,file_1,NFR,Unknown
REQ283,PROJ-01,Zenodo System,SRSCD-Zenodo,It shall be possible for the user to display a list of available languages and select the language in which radio related prompts and information are displayed both at turn on and during a journey (e.g. where a change of drivers may occur).,FR,F1_REQ_00282,file_1,NFR,Unknown
REQ284,PROJ-01,Zenodo System,SRSCD-Zenodo,The radio shall support at least ten different languages.,NFR,F1_REQ_00283,file_1,NFR,Unknown
REQ285,PROJ-01,Zenodo System,SRSCD-Zenodo,"By default, the loudspeaker volume shall be set to a pre-determined level suitable for the operating environment (as stored within the system).",FR,F1_REQ_00284,file_1,NFR,Unknown
REQ286,PROJ-01,Zenodo System,SRSCD-Zenodo,It shall be possible for the driver to increase and decrease the loudspeaker volume within the adjustment range selected.,FR,F1_REQ_00285,file_1,NFR,Unknown
REQ287,PROJ-01,Zenodo System,SRSCD-Zenodo,"When the handset is picked up, the loudspeaker shall continue to operate, but at a reduced volume level.",FR,F1_REQ_00286,file_1,NFR,Unknown
REQ288,PROJ-01,Zenodo System,SRSCD-Zenodo,"Using a simple MMI action, it shall be possible for the driver to view a prioritised list of all authorised mobile radio networks (see section 10.5).",FR,F1_REQ_00287,file_1,NFR,Unknown
REQ289,PROJ-01,Zenodo System,SRSCD-Zenodo,"When presented with this list, it shall be possible for the driver (using simple MMI actions) to select the required mobile radio network manually, whereupon the Cab radio shall attempt to attach to this selected network.",FR,F1_REQ_00288,file_1,NFR,Unknown
REQ290,PROJ-01,Zenodo System,SRSCD-Zenodo,The manual network selection function shall not be available when there are on-going voice calls involving the Cab radio.,FR,F1_REQ_00289,file_1,NFR,Unknown
REQ291,PROJ-01,Zenodo System,SRSCD-Zenodo,A visual confirmation of the new network identity shall be given to the driver when a manually initiated network change has been completed successfully.,FR,F1_REQ_00290,file_1,NFR,Unknown
REQ292,PROJ-01,Zenodo System,SRSCD-Zenodo,The Cab radio should be capable of selecting the mobile radio network as directed by input from an external device (e.g. a balise).,FR,F1_REQ_00291,file_1,NFR,Unknown
REQ293,PROJ-01,Zenodo System,SRSCD-Zenodo,"If directed network selection is implemented and voice calls are ongoing at the time when the external device attempts to trigger a network change, an audible and visual indication shall be given to the driver and network change shall be deferred until the call is terminated or until coverage of the current network is lost.",FR,F1_REQ_00292,file_1,NFR,Unknown
REQ294,PROJ-01,Zenodo System,SRSCD-Zenodo,"If directed network selection is implemented, input from the external device(s) shall initiate the network change regardless of the identity of the current network and how it was selected.",FR,F1_REQ_00293,file_1,NFR,Unknown
REQ295,PROJ-01,Zenodo System,SRSCD-Zenodo,The Cab radio should be capable of selecting the mobile radio network automatically from a list of suitable networks (see section 10.5).,FR,F1_REQ_00294,file_1,NFR,Unknown
REQ296,PROJ-01,Zenodo System,SRSCD-Zenodo,"If automatic network selection is implemented, it shall be possible for the driver to activate and deactivate automatic network selection.",FR,F1_REQ_00295,file_1,NFR,Unknown
REQ297,PROJ-01,Zenodo System,SRSCD-Zenodo,Automatic network selection shall not be used for international border crossing.,FR,F1_REQ_00296,file_1,NFR,Unknown
REQ298,PROJ-01,Zenodo System,SRSCD-Zenodo,"If directed network selection and/or automatic network selection are implemented, the driver shall be informed by means of an audible and visual indication of the new network identity whenever a network change takes place without user intervention.",FR,F1_REQ_00297,file_1,NFR,Unknown
REQ299,PROJ-01,Zenodo System,SRSCD-Zenodo,It shall be possible for the driver to register and deregister a train number by entering the train number.,FR,F1_REQ_00298,file_1,NFR,Unknown
REQ300,PROJ-01,Zenodo System,SRSCD-Zenodo,It shall be possible for the driver to register and deregister a train number by initiating an automated request (applicable only for leading driver).,FR,F1_REQ_00299,file_1,NFR,Unknown
REQ301,PROJ-01,Zenodo System,SRSCD-Zenodo,"Where the driver is required to enter the train number information, the information entered shall be shown on the display and require confirmation by the driver before further actions are possible.",FR,F1_REQ_00300,file_1,NFR,Unknown
REQ302,PROJ-01,Zenodo System,SRSCD-Zenodo,"If an automated request is initiated (option 2), the driver shall be able to accept or reject the train number returned by the network.",FR,F1_REQ_00301,file_1,NFR,Unknown
REQ303,PROJ-01,Zenodo System,SRSCD-Zenodo,"Where ERTMS/ETCS and radio systems are available and the driver is required to enter the train number as part of the initialisation procedure, this task shall be carried out only once on the ERTMS/ETCS system and the entered number transmitted to the radio system.",FR,F1_REQ_00302,file_1,NFR,Unknown
REQ304,PROJ-01,Zenodo System,SRSCD-Zenodo,The driver shall be warned (by audible and visual indications) if a train with the same train number is already registered on the same network.,FR,F1_REQ_00303,file_1,NFR,Unknown
REQ305,PROJ-01,Zenodo System,SRSCD-Zenodo,A means to override the currently registered train number shall be provided to the “newly registering” driver.,FR,F1_REQ_00304,file_1,NFR,Unknown
REQ306,PROJ-01,Zenodo System,SRSCD-Zenodo,The driver of the previously registered train shall be informed (by audible and visual indications) that his train number has been overridden by another driver.,FR,F1_REQ_00305,file_1,NFR,Unknown
REQ307,PROJ-01,Zenodo System,SRSCD-Zenodo,"Where a change of train number is required during the course of a train's journey, it shall be possible for the driver to initiate the change or override the automatic change, by entering the train number.",FR,F1_REQ_00306,file_1,NFR,Unknown
REQ308,PROJ-01,Zenodo System,SRSCD-Zenodo,"Non leading drivers shall be able to indicate to the system their location in the train during the registration procedure (2nd driver, 3rd driver etc).",FR,F1_REQ_00307,file_1,NFR,Unknown
REQ309,PROJ-01,Zenodo System,SRSCD-Zenodo,The driver's functional number shall be automatically registered/deregistered when the train number is registered/deregistered.,FR,F1_REQ_00308,file_1,NFR,Unknown
REQ310,PROJ-01,Zenodo System,SRSCD-Zenodo,The functional number of other on-train users who may be addressed through the Cab radio via the on-train bus shall be registered/deregistered automatically at the same time as the registration/deregistration of the driver's functional number.,FR,F1_REQ_00309,file_1,NFR,Unknown
REQ311,PROJ-01,Zenodo System,SRSCD-Zenodo,"Where an on-train bus is connected to the Cab radio, deregistration of functional numbers can be performed on an individual basis and also by the train driver, by one action for all users (including the driver), at the end of the journey when the train number is no longer associated with the train.",FR,F1_REQ_00310,file_1,NFR,Unknown
REQ312,PROJ-01,Zenodo System,SRSCD-Zenodo,"There shall be a fixed relationship between the telephone numbers of radios installed in the locomotive/coach and the stock number, which shall remain even if the radio is changed.",FR,F1_REQ_00311,file_1,NFR,Unknown
REQ313,PROJ-01,Zenodo System,SRSCD-Zenodo,It shall be possible to register and deregister a stock number automatically using information from on-board systems.,FR,F1_REQ_00312,file_1,NFR,Unknown
REQ314,PROJ-01,Zenodo System,SRSCD-Zenodo,It shall be possible to register and deregister a stock number automatically via a fixed interface between the locomotive/coach and the radio.,FR,F1_REQ_00313,file_1,NFR,Unknown
REQ315,PROJ-01,Zenodo System,SRSCD-Zenodo,The Cab radio shall have a reconfigurable list of stored numbers that may be used to perform abbreviated dialling to named user identities.,FR,F1_REQ_00314,file_1,NFR,Unknown
REQ316,PROJ-01,Zenodo System,SRSCD-Zenodo,It shall be possible for the driver to find and display stored numbers and their information.,FR,F1_REQ_00315,file_1,NFR,Unknown
REQ317,PROJ-01,Zenodo System,SRSCD-Zenodo,It should be possible for the driver to store and overwrite numbers and their details in the Cab radio.,FR,F1_REQ_00316,file_1,NFR,Unknown
REQ318,PROJ-01,Zenodo System,SRSCD-Zenodo,General MMI functions are required to support forwarding call to the driver handportable.,FR,F1_REQ_00317,file_1,NFR,Unknown
REQ319,PROJ-01,Zenodo System,SRSCD-Zenodo,General MMI functions are required to support putting a call on hold.,FR,F1_REQ_00318,file_1,NFR,Unknown
REQ320,PROJ-01,Zenodo System,SRSCD-Zenodo,General MMI functions are required to support displaying incoming call details whilst in an on-going call.,FR,F1_REQ_00319,file_1,NFR,Unknown
REQ321,PROJ-01,Zenodo System,SRSCD-Zenodo,General MMI functions are required to support temporarily exiting an existing call to answer another incoming call.,FR,F1_REQ_00320,file_1,NFR,Unknown
REQ322,PROJ-01,Zenodo System,SRSCD-Zenodo,General MMI functions are required to support multi-driver call service.,FR,F1_REQ_00321,file_1,NFR,Unknown
REQ323,PROJ-01,Zenodo System,SRSCD-Zenodo,It shall be possible to initiate tests of the radio to provide the driver with a reasonable level of certainty that the radio and MMI are working.,FR,F1_REQ_00322,file_1,NFR,Unknown
REQ324,PROJ-01,Zenodo System,SRSCD-Zenodo,Such tests shall not prevent calls.,NFR,F1_REQ_00323,file_1,NFR,Unknown
REQ325,PROJ-01,Zenodo System,SRSCD-Zenodo,The result of the tests shall be displayed in a similar format to the self-test when MMI is powered on.,FR,F1_REQ_00324,file_1,NFR,Unknown
REQ326,PROJ-01,Zenodo System,SRSCD-Zenodo,"For data applications, calls shall be possible even if the driver MMI is switched off.",FR,F1_REQ_00325,file_1,NFR,Unknown
REQ327,PROJ-01,Zenodo System,SRSCD-Zenodo,The Cab radio shall provide a priority function for calls from different sources in order to handle contention for the radio.,FR,F1_REQ_00326,file_1,NFR,Unknown
REQ328,PROJ-01,Zenodo System,SRSCD-Zenodo,Established calls shall be able to be either put on hold or cleared down (pre-empted) to meet other call priorities.,FR,F1_REQ_00327,file_1,NFR,Unknown
REQ329,PROJ-01,Zenodo System,SRSCD-Zenodo,The Cab radio shall be capable of handling contention between calls of differing priorities.,FR,F1_REQ_00328,file_1,NFR,Unknown
REQ330,PROJ-01,Zenodo System,SRSCD-Zenodo,An outgoing call request of higher priority than an established call shall take precedence over the established call.,FR,F1_REQ_00329,file_1,NFR,Unknown
REQ331,PROJ-01,Zenodo System,SRSCD-Zenodo,"Where pre-emption occurs, an advisory indication may be provided to the pre-empted parties.",FR,F1_REQ_00330,file_1,NFR,Unknown
REQ332,PROJ-01,Zenodo System,SRSCD-Zenodo,Priority call handling facilities shall be provided such that the performance requirements defined in sections 3.4 and 10.2 can be met.,NFR,F1_REQ_00331,file_1,NFR,Unknown
REQ333,PROJ-01,Zenodo System,SRSCD-Zenodo,"Upon the request of the driver, the Cab radio should be able to perform a suite of run-time diagnostic tests on all physical interfaces.",FR,F1_REQ_00332,file_1,NFR,Unknown
REQ334,PROJ-01,Zenodo System,SRSCD-Zenodo,"If run-time diagnostics are implemented, failure of an interface shall be reported to the driver via the display.",FR,F1_REQ_00333,file_1,NFR,Unknown
REQ335,PROJ-01,Zenodo System,SRSCD-Zenodo,"If run-time diagnostics are implemented, all failures should be available to be recorded in a train-borne recorder.",FR,F1_REQ_00334,file_1,NFR,Unknown
REQ336,PROJ-01,Zenodo System,SRSCD-Zenodo,"If run-time diagnostics are implemented, diagnostic tests shall not interfere with normal operation of the Cab radio.",NFR,F1_REQ_00335,file_1,NFR,Unknown
REQ337,PROJ-01,Zenodo System,SRSCD-Zenodo,"Train-mounted equipment including the Cab radio terminal equipment, MMI and antenna shall comply with all specifications in section 4.3 and all of those defined in this section.",NFR,F1_REQ_00336,file_1,NFR,Unknown
REQ338,PROJ-01,Zenodo System,SRSCD-Zenodo,"Cab radios should be able to continue to operate for a period of at least 1 hour in the event of failure of the train's power supply, based on 20% point-to-point calls, 5% group calls, and 75% standby.",NFR,F1_REQ_00337,file_1,NFR,Unknown
REQ339,PROJ-01,Zenodo System,SRSCD-Zenodo,The driver man-machine interface shall comprise a display.,NFR,F1_REQ_00338,file_1,NFR,Unknown
REQ340,PROJ-01,Zenodo System,SRSCD-Zenodo,The driver man-machine interface shall comprise a control panel.,NFR,F1_REQ_00339,file_1,NFR,Unknown
REQ341,PROJ-01,Zenodo System,SRSCD-Zenodo,The driver man-machine interface shall comprise a loudspeaker.,NFR,F1_REQ_00340,file_1,NFR,Unknown
REQ342,PROJ-01,Zenodo System,SRSCD-Zenodo,The driver man-machine interface shall comprise a handset with Push-To-Talk button.,NFR,F1_REQ_00341,file_1,NFR,Unknown
REQ343,PROJ-01,Zenodo System,SRSCD-Zenodo,Radio equipment installed in a driver's Cab shall not obstruct the driver's vision or otherwise hinder the safe driving of the train.,NFR,F1_REQ_00342,file_1,NFR,Unknown
REQ344,PROJ-01,Zenodo System,SRSCD-Zenodo,The design of the equipment shall make it possible to install it within a cab complying with the requirements of UIC fiche 651 concerning the layout of cab equipment5.,NFR,F1_REQ_00343,file_1,NFR,Unknown
REQ345,PROJ-01,Zenodo System,SRSCD-Zenodo,All call related functions shall be possible with the handset on or off the hook.,FR,F1_REQ_00344,file_1,NFR,Unknown
REQ346,PROJ-01,Zenodo System,SRSCD-Zenodo,"The driver shall be able to adjust the brightness of buttons, indicator lights and displays according to the ambient lighting in the cab.",FR,F1_REQ_00345,file_1,NFR,Unknown
REQ347,PROJ-01,Zenodo System,SRSCD-Zenodo,The driver shall be able to adjust the contrast of the display.,FR,F1_REQ_00346,file_1,NFR,Unknown
REQ348,PROJ-01,Zenodo System,SRSCD-Zenodo,The emergency call button shall be red and shall be protected against accidental use.,NFR,F1_REQ_00347,file_1,NFR,Unknown
REQ349,PROJ-01,Zenodo System,SRSCD-Zenodo,"Any displays shall be clearly readable from a normal driver's position, assuming a normal reading distance.",NFR,F1_REQ_00348,file_1,NFR,Unknown
REQ350,PROJ-01,Zenodo System,SRSCD-Zenodo,Displayed characters shall have a minimum height of 5mm.,NFR,F1_REQ_00349,file_1,NFR,Unknown
REQ351,PROJ-01,Zenodo System,SRSCD-Zenodo,"The following colours (red, green) shall only be used where mandated in 5.4.11.",NFR,F1_REQ_00350,file_1,NFR,Unknown
REQ352,PROJ-01,Zenodo System,SRSCD-Zenodo,The standard set of audible and visual indications specified in the CENELEC Standard for the Driver-Machine Interface for ERTMS shall be implemented in the Cab radio system.,NFR,F1_REQ_00351,file_1,NFR,Unknown
REQ353,PROJ-01,Zenodo System,SRSCD-Zenodo,"Some Cab radios may need to be operated by staff wearing gloves and controls may need to be suitable for use in a wide range of conditions, e.g. splash proof and suitable for viewing in direct sunlight and in darkness.",NFR,F1_REQ_00352,file_1,NFR,Unknown
REQ354,PROJ-01,Zenodo System,SRSCD-Zenodo,"Where there is a risk that stored numbers or other set-up details may be accidentally changed, facilities should be provided on the Cab radio in order to prevent this happening.",NFR,F1_REQ_00353,file_1,NFR,Unknown
REQ355,PROJ-01,Zenodo System,SRSCD-Zenodo,Cab radios shall provide a means of preventing tampering.,NFR,F1_REQ_00354,file_1,NFR,Unknown
REQ356,PROJ-01,Zenodo System,SRSCD-Zenodo,"If contact with the mobile radio network is lost, then the Cab radio shall give an audible and visual indication.",FR,F1_REQ_00355,file_1,NFR,Unknown
REQ357,PROJ-01,Zenodo System,SRSCD-Zenodo,A driver safety device (DSD) interface should be provided in traction units that are equipped with a DSD in order to support the transmission of a DSD alarm.,FR,F1_REQ_00356,file_1,NFR,Unknown
REQ358,PROJ-01,Zenodo System,SRSCD-Zenodo,"If a DSD interface is implemented, it shall be capable of being connected to a device complying with UIC fiche 6413 concerning automatic vigilance devices used in international traffic.",NFR,F1_REQ_00357,file_1,NFR,Unknown
REQ359,PROJ-01,Zenodo System,SRSCD-Zenodo,The activation of the driver safety device shall automatically trigger the Cab radio to send a data message.,FR,F1_REQ_00358,file_1,NFR,Unknown
REQ360,PROJ-01,Zenodo System,SRSCD-Zenodo,The DSD alarm call/message shall provide the train number.,FR,F1_REQ_00359,file_1,NFR,Unknown
REQ361,PROJ-01,Zenodo System,SRSCD-Zenodo,The DSD alarm call/message shall provide the engine number.,FR,F1_REQ_00360,file_1,NFR,Unknown
REQ362,PROJ-01,Zenodo System,SRSCD-Zenodo,The DSD alarm call/message should provide location information.,FR,F1_REQ_00361,file_1,NFR,Unknown
REQ363,PROJ-01,Zenodo System,SRSCD-Zenodo,DSD alarm information shall be transmitted to the primary controller.,FR,F1_REQ_00362,file_1,NFR,Unknown
REQ364,PROJ-01,Zenodo System,SRSCD-Zenodo,Additional information (for DSD alarm) may also be provided if available from external systems.,FR,F1_REQ_00363,file_1,NFR,Unknown
REQ365,PROJ-01,Zenodo System,SRSCD-Zenodo,The Cab radio shall be able to provide details of activation of Cab radio emergency call button to a train-borne recorder or other equipment via a standardised interface.,FR,F1_REQ_00364,file_1,NFR,Unknown
REQ366,PROJ-01,Zenodo System,SRSCD-Zenodo,The Cab radio shall be able to provide details of receipt of incoming Railway emergency call to a train-borne recorder or other equipment via a standardised interface.,FR,F1_REQ_00365,file_1,NFR,Unknown
REQ367,PROJ-01,Zenodo System,SRSCD-Zenodo,The Cab radio shall be able to provide details of termination of outgoing or incoming Railway emergency call to a train-borne recorder or other equipment via a standardised interface.,FR,F1_REQ_00366,file_1,NFR,Unknown
REQ368,PROJ-01,Zenodo System,SRSCD-Zenodo,The Cab radio should be able to provide details of radio faults to a train-borne recorder or other equipment via a standardised interface.,FR,F1_REQ_00367,file_1,NFR,Unknown
REQ369,PROJ-01,Zenodo System,SRSCD-Zenodo,The Cab radio shall be able to provide details of driver safety device alarm message transmission to a train-borne recorder or other equipment via a standardised interface.,FR,F1_REQ_00368,file_1,NFR,Unknown
REQ370,PROJ-01,Zenodo System,SRSCD-Zenodo,The Cab radio shall be able to provide details of confirmation of Railway emergency call to a train-borne recorder or other equipment via a standardised interface.,FR,F1_REQ_00369,file_1,NFR,Unknown
REQ371,PROJ-01,Zenodo System,SRSCD-Zenodo,On-train mobiles shall provide a standardised interface to ERTMS/ETCS.,FR,F1_REQ_00370,file_1,NFR,Unknown
REQ372,PROJ-01,Zenodo System,SRSCD-Zenodo,Other interfaces may be provided in the Cab radio system.,FR,F1_REQ_00371,file_1,NFR,Unknown
REQ373,PROJ-01,Zenodo System,SRSCD-Zenodo,"The General purpose radio shall be capable of use as a standard telephone, such that the user is able to call any valid number subject to call restrictions enforced by the network.",FR,F1_REQ_00372,file_1,NFR,Unknown
REQ374,PROJ-01,Zenodo System,SRSCD-Zenodo,The facility for a given General purpose radio to send a Railway emergency call (see section 13) shall be determined as a management function.,FR,F1_REQ_00373,file_1,NFR,Unknown
REQ375,PROJ-01,Zenodo System,SRSCD-Zenodo,A special MMI action shall be required for a General purpose radio user to send a Railway emergency call.,FR,F1_REQ_00374,file_1,NFR,Unknown
REQ376,PROJ-01,Zenodo System,SRSCD-Zenodo,It shall not be possible for any General purpose radio user to send a Railway emergency call by dialling a short code or telephone number.,FR,F1_REQ_00375,file_1,NFR,Unknown
REQ377,PROJ-01,Zenodo System,SRSCD-Zenodo,An audible and visual indication of an incoming call shall be provided (General purpose radio).,FR,F1_REQ_00376,file_1,NFR,Unknown
REQ378,PROJ-01,Zenodo System,SRSCD-Zenodo,"Where available, the functional identity of the calling party shall be displayed (General purpose radio).",FR,F1_REQ_00377,file_1,NFR,Unknown
