,global_id,text,class,subclass
209,F0_REQ_00206,The PSAM either retrieves or re-derives the DES session key used for the purchase transaction being cancelled. The POS device authenticates the CEP card using this key and the S1 MAC,NFR,Security
210,F0_REQ_00210,A transaction collection process must exist. Data being transmitted from the POS devices must be transmitted in a manner that ensures integrity of the data,NFR,Security
211,F0_REQ_00214,The aggregated totals by card issuer must be transmitted to the merchant acquirer at the same time and manner as the non-aggregated detail transactions in the batch,NFR,Performance
212,F0_REQ_00213,"If the business rules allow this transaction is to be aggregated, the PSAM must determine if it has an aggregation record for the card issuer. If the PSAM does not have an aggregation record for the card issuer, a new aggregation record for the card issuer must be created",FR,Functional
213,F0_REQ_00212,The merchant acquirer validates the batch to ensure that it has been transmitted correctly and enters it into the log,FR,Functional
214,F0_REQ_00211,The batch is sent to the merchant acquirer. Delivery may involve transmission to multiple intermediate locations or it may be direct to the merchant acquirer,FR,Functional
215,F0_REQ_00219,"After investigation, if the merchant acquirer decides, based on scheme rules, to accept the transactions, a method must exist to settle them and forward them to the card issuer",FR,Functional
216,F0_REQ_00216,"The merchant acquirer validates the PSAM??s MACs prior to accepting the POS transactions for payment. In addition, selected data elements are validated to ensure correct processing by the POS device and its PSAM",FR,Functional
217,F0_REQ_00218,"Payment decisions are based on signature validations, scheme provider rules, and merchant and merchant acquirer agreements",FR,Functional
218,F0_REQ_00215,"Each POS transaction completed at the POS device is given a S5 MAC by the PSAM, which is used by the merchant acquirer to validate that the transactions were made at a POS device with a valid PSAM. The batch total count and amount must be protected by the S4 MAC, which must also be validated by the merchant acquirer",FR,Functional
219,F0_REQ_00217,"Each purchase transaction is signed by the CEP card with a S6 MAC, which is used by the card issuer to validate that the transaction was made with a legitimate, not counterfeit, CEP card. The card issuer validates the CEP card??s MAC",FR,Functional
220,F0_REQ_00223,All load transactions are on-line transactions. Authorization of funds for load transactions must require a form of cardholder verification. The load device must support on-line encrypted PIN or off-line PIN verification,NFR,Security
221,F0_REQ_00224,Off-line PIN verification must include both encrypted and unencrypted PIN,NFR,Security
222,F0_REQ_00220,"A transaction that passes merchant acquirer validations and is forwarded to the card issuer is paid for by the card issuer. If the transaction does not pass card issuer validations, the card issuer may follow the scheme provider??s dispute procedures",FR,Functional
223,F0_REQ_00221,"Pay on detail is the default payment arrangement for merchant acquirers to provide payment to their merchants. In this arrangement, the merchant acquirer relies on the POS transaction S5 MAC to determine acceptance. Merchants are paid only for valid POS transactions",FR,Functional
224,F0_REQ_00222,POS transactions that were rejected for payment by the merchant acquirer are flagged with an error code indicating the type of validation failure and are forwarded to the card issuer for CEP card history information only,FR,Functional
225,F0_REQ_00225,The card verification method indicator (CVMI) in the CEP card must specify support of online PIN verification and at least one method of off-line PIN verification (encrypted or unencrypted),NFR,Security
226,F0_REQ_00226,"Since these transactions are on-line to the issuer, the issuer has the opportunity to lock the card or the application. These transactions are not available to a card that has already been locked",NFR,Reliability
227,F0_REQ_00228,Load acquirers must determine the currencies that they must support for load transaction,FR,Functional
228,F0_REQ_00229,"The CEP application must contain data that indicates the presence of a linked financial institution. If a linked financial institution is established for the CEP application, then linked loads must be allowed and data in the application must indicate whether linked loads are supported",FR,Functional
229,F0_REQ_00227,Card issuers must inform their cardholders as to which currencies they support in electronic purses,FR,Functional
230,F0_REQ_00231,"Unload and currency exchange transactions are optional for CEP card issuers. The CEP card must indicate whether the card issuer supports these transactions. However, if a card issuer issues multi-currency capable cards, it must provide its cardholder with a facility to remove any remaining value. As a result, if a card issuer supports loading of multiple currencies onto a card, then it must support the unload or currency exchange transaction or both",FR,Functional
231,F0_REQ_00233,"Currency exchange rate fluctuations may increase the card issuers liability. The card issuer must be able to adjust maximum balances to bring them in line with their policies. The card issuer may update the maximum balances as part of a load, a partial unload, and a currency exchange transaction. On a currency exchange transaction, only the ??to? currency maximum balance may be updated",FR,Functional
232,F0_REQ_00234,"A CEP card may contain currencies that the load acquirer does not support. As a result, load devices must use the alphabetic issuer-supplied currency code and currency exponent from the CEP slot(s) to display the source amounts for the currency conversion transaction",FR,Functional
233,F0_REQ_00232,The card issuer must establish its policies for assigning and adjusting slot maximum balances. These policies may require the card issuer to maintain a card database,FR,Functional
234,F0_REQ_00230,"Flexibility is required to accommodate the variety of environments where unlinked loads may be implemented. As a result, the design specification must not preclude dual-leg transactions** from taking place either sequentially or in parallel. The design of a given implementation will vary depending on the device, host, and network capabilities",FR,Functional
235,F0_REQ_00239,The card issuer must have the ability to deactivate a CEP application in the response to a load or currency exchange transaction,FR,Functional
236,F0_REQ_00235,Card issuers must provide an alphabetic currency code in each message that establishes a new currency. This alphabetic currency code and the currency exponent will be used by the load device to display currency balances. This allows the cardholder to identify the currency being displayed,FR,Functional
237,F0_REQ_00238,The card issuer must notify the cardholder if the assessment of service fees by the card issuer during the currency exchange transaction may result in a balance of zero after the transaction has completed,FR,Functional
238,F0_REQ_00236,"Script messages that conform to EMV specifications may be included as part of load, unload and currency exchange messages from the card issuer to the CEP card. An update key must be used when card parameters are changed. Script messages may be sent to the CEP card either before or after the credit for load, debit of unload and currency exchange commands",FR,Functional
239,F0_REQ_00237,All on-line messages must have the ability to include card issuer discretionary data from the CEP card,FR,Functional
240,F0_REQ_00243,"The CEP card limits each slot to a maximum balance. The maximum balance for a slot is established when a currency is assigned to the slot, and is determined externally by the card issuer or by CEP card data which indicates a maximum balance in a reference currency. There is no requirement that all slot maximums have the same relative value, and there is no requirement for the card to maintain a maximum total value",NFR,Performance
241,F0_REQ_00244,Only one version of the CA public key is required in the card. This requires that the PSAMs with which the CEP card exchanges cryptograms must be capable of generating and validating cryptograms using the relevant keys from all current cards,NFR,Performance
242,F0_REQ_00241,"It is a card issuer??s decision to determine the currencies that are allowed to occupy slots in the CEP card. This decision is made by the card issuer during the load or currency exchange transaction, by approving or rejecting the request to authorize the transaction",FR,Functional
243,F0_REQ_00240,"The CEP card may support multiple currencies. Each currency occupies a ??slot? within the CEP. The slots are defined by the currency supported. The currency for an individual slot is determined during load or currency exchange. Currency exchange could apply to a single slot, and then only for the total balance",FR,Functional
244,F0_REQ_00242,A single currency cannot occupy more than one slot. The CEP card must not permit a slot to be assigned a currency if another slot in the CEP card has already been assigned to that currency,FR,Functional
245,F0_REQ_00245,"Two-way, or mutual, authentication, where the card authenticates the terminal and the terminal authenticates the card for each transaction, must be performed for off-line transactions",NFR,Security
246,F0_REQ_00246,"For increased security and convenience, asymmetric cryptography must be used as the authentication security for off-line transactions",NFR,Security
247,F0_REQ_00247,"The card must authenticate the terminal at the point of sale, ensuring that it is genuine and valid, and use a two-way authentication process",NFR,Security
248,F0_REQ_00249,The terminal must participate in a two-way authentication process with the card,NFR,Security
249,F0_REQ_00248,"The terminal must authenticate the card and the transaction at the point of sale, ensuring that they are genuine and valid",NFR,Security
250,F0_REQ_00251,The terminal must secure transactions by retaining the card??s symmetric MACing key signature as part of the transaction,NFR,Security
251,F0_REQ_00253,"Incremental purchase transactions must use two-way authentication for the initial session authentication, and at least one-way, with the terminal authenticating the card, for the remaining increments or some of the remaining increments",NFR,Security
252,F0_REQ_00250,"For cancel last purchase transactions, the terminal must validate the card and sign the cancellation",FR,Functional
253,F0_REQ_00252,The terminal must generate a symmetric MACing key signature and send it to the merchant acquirer,FR,Functional
254,F0_REQ_00254,Load and unload functions must be authenticated using end-to-end security between the card and the card issuer,NFR,Security
255,F0_REQ_00258,"The management of keys must be accomplished in a secure, certified environment",NFR,Security
256,F0_REQ_00256,The card must authenticate the issuer host upon the response to the request,NFR,Security
257,F0_REQ_00255,The issuer host must authenticate the card upon the load/unload request,NFR,Security
258,F0_REQ_00259,"There may be multiple certification authorities that manage keys for the system, including the possibility of one overall highest level certification authority (perhaps on an international level), and domestic certification authorities for each country or region",FR,Functional
259,F0_REQ_00257,A proof must be sent to the load acquirer that a load or unload occurred to avoid repudiation,FR,Functional
260,F0_REQ_00260,"The system must protect the integrity of key transaction data including transaction identification, currency code and amount. If tampering is suspected, the system must cause the transaction to fail",NFR,Security
261,F0_REQ_00262,"The time period during which a cardholder can unload electronic value, perform a purchase or a currency exchange from an expired card may be determined by each issuer",NFR,Performance
262,F0_REQ_00264,"Funds issuers must accept funds authorization requests, regardless of the load currency type, as permitted",NFR,Security
263,F0_REQ_00261,Expired cards must not be used for loading electronic value,FR,Functional
264,F0_REQ_00263,"Consumers must be able to load electronic value to their cards at any participating load device, regardless of the location, provided that the currency that is requested is supported by the acquirer and the card issuer",FR,Functional
265,F0_REQ_00265,Load devices that are available to the general public should support multiple sources of funding and support both linked and unlinked loads,NFR,Reliability
266,F0_REQ_00266,Authorizations for load transactions require a form of cardholder authentication for funds requests,NFR,Security
267,F0_REQ_00267,The load device must support on-line PIN encryption or off-line PIN verification,NFR,Security
268,F0_REQ_00268,The load device which supports only off-line PIN verification must support both the off-line PIN encryption method and the off-line PIN plain text verification method as defined in EMV,NFR,Security
269,F0_REQ_00269,"Unload transactions do not require cardholder authentication. (However, an acquirer??s devices may be configured such that authentication is required for access.)",NFR,Security
270,F0_REQ_00271,All applications under the GlobalPlatform shall be implemented in a hardware-neutral secure runtime environment,NFR,Security
271,F0_REQ_00272,The run time environment shall be responsible to separate secure storage for the application code and data,NFR,Security
272,F0_REQ_00273,The run time environment shall responsible to establish communication services  between card and off-card entities,NFR,Performance
273,F0_REQ_00274,Security domain shall ensure complete seperation of keys among the card issuers and other application providers,NFR,Security
274,F0_REQ_00270,The architecture for the electronic purse should not preclude the eventual deployment of a variety of devices to meet the needs of many card acceptance environments. Unload must not be precluded from being supported on any or all of these devices at the option of the acquirer,FR,Functional
275,F0_REQ_00275,"Security Domains shall support security services such as key handling, encryption, decryption, digital signature generation and verification for their providers' such as card issuer, applicaiton providers and controlling authority",NFR,Security
276,F0_REQ_00276,"The GlobalPlatform Environment(OPEN) shall responsible for to provide an API to applications,command dispatch, Application selection, (optional) logical channel management, and Card Content management",FR,Functional
277,F0_REQ_00277,"The OPEN shall responsible to load application code, card content and memory management",FR,Functional
278,F0_REQ_00279,"The OPEN shall own the GlobalPlatform register that contains information for managing the card, Executable Load Files,Applications, Security Domain associations, and privileges.",NFR,Security
279,F0_REQ_00278,The OPEN shall responsible to enforce security principles defined for Card Content management.,NFR,Security
280,F0_REQ_00280,The GlobalPlatform API shall provides services to the application such as card verification and security services,FR,Functional
281,F0_REQ_00281,The GlobalPlatform API shall provides services  to the card content management such as  card locking and application life cycle state update,FR,Functional
282,F0_REQ_00282,"The primary goal of the GlobalPlatform is to ensure the security and integrity of the card's components for the life of the card. These components are The runtime environment,The OPEN,The Issuer Security Domain,Supplementary Security Domains, The Applications.",NFR,Security
283,F0_REQ_00283,"To ensure card security and integrity, the GlobalPlatform is designed to support a range of secure mechanisms for: Data integrity, Resource availability, Confidentiality, Authentication.",NFR,Security
284,F0_REQ_00284,"The Card Issuer is responsible for Generating and loading the Issuer Security Domain keys,",NFR,Security
285,F0_REQ_00289,"The Card Issuer is responsible for Cryptographically authorizing load, install, and extradition to be performed by Application Providers.",FR,Functional
286,F0_REQ_00288,The Card Issuer is responsible for Managing the application code loading and installing both on a Pre-Issuance and Post-Issuance basis,FR,Functional
287,F0_REQ_00287,"The Card Issuer is responsible for Determining policy with regards to card and Application Life Cycle management, velocity checking levels, privileges, and other security parameters,",NFR,Security
288,F0_REQ_00285,"The Card Issuer is responsible for Enforcing standards and policies for Application Providers governing all aspects of Applications to be provided to the Card Issuer or operated on the Card Issuer's cards,",FR,Functional
289,F0_REQ_00286,"The Card Issuer is responsible for Working with Application Providers to create and initialize Security Domains other than the Issuer Security Domain,",NFR,Security
290,F0_REQ_00293,"The Application Provider is responsible for Providing load file data block signatures according to its own security policy for integrity and source authenticity,",NFR,Security
291,F0_REQ_00294,"The Application Provider is responsible for Obtaining pre-authorization for load, install, and extradition from the Card Issuer,",NFR,Security
292,F0_REQ_00292,"The Application Provider is responsible for Providing applications that meet the Card Issuer's security standards and policies,",NFR,Security
293,F0_REQ_00290,"The Application Provider is responsible for Generating the keys for its own Security Domains or obtaining Security Domain keys from a trusted third party,",NFR,Security
294,F0_REQ_00291,"The Application Provider is responsible for Working with the Card Issuer to load generated keys into the Application Provider's Security Domain,",NFR,Security
295,F0_REQ_00298,A Controlling Authority is responsible for Providing load file data block signatures according to its own security policy for integrity and source authenticity.,NFR,Security
296,F0_REQ_00299,"The runtime environment is responsible for Providing an interface to all Applications that ensures that the runtime environment security mechanisms cannot be bypassed, deactivated, corrupted or otherwise circumvented,",NFR,Performance
297,F0_REQ_00297,"A Controlling Authority is responsible for Working with the Card Issuer to load generated keys into the Controlling Authority's Security Domain,",NFR,Security
298,F0_REQ_00295,"The Application Provider is responsible for Returning receipts for load, install, delete, and extradition, according to the Card Issuer's policy.",FR,Functional
299,F0_REQ_00296,"A Controlling Authority is responsible for Generating the keys for its own Security Domain or obtaining Security Domain keys from a trusted third party,",NFR,Security
300,F0_REQ_00300,The runtime environment is responsible for Performing secure memory management,NFR,Security
301,F0_REQ_00301,"Secure memory management shall ensure that Each application's code and data (including transient session data) as well as the runtime environment itself and its data (including transient session data) is protected from unauthorized access from within the card,",NFR,Security
302,F0_REQ_00302,"Secure memory management shall ensure that When more than one logical channel is supported, each concurrently selected Application's code and data (including transient session data) as well as the runtime environment itself and its data (including transient session data) is protected from unauthorized access from within the card,",NFR,Security
303,F0_REQ_00303,"Secure memory management shall ensure that The previous contents of the memory is not accessible when that memory is reused,",NFR,Security
304,F0_REQ_00304,"Secure memory management shall ensure that The memory recovery process is secure and consistent in case of a loss of power or withdrawal of the card from the card reader while an operation is in progress,",NFR,Security
305,F0_REQ_00305,The runtime environment is responsible for Providing communication services with off-card entities that ensures the proper transmission (according to the specific communication protocol rules) of unaltered command and response messages.,NFR,Performance
306,F0_REQ_00308,"Each Trusted Framework present on the card shall Ensure that incoming messages are properly routed unaltered to their intended destinations,",FR,Functional
307,F0_REQ_00309,Each Trusted Framework present on the card shall Ensure that any response messages are properly returned unaltered (except for any cryptographic protection) to the original receiver of the incoming message.,FR,Functional
308,F0_REQ_00306,"Each Trusted Framework present on the card shall Check the application access rules of the inter-acting Applications according to their respective privileges,",FR,Functional
309,F0_REQ_00307,"Each Trusted Framework present on the card shall Enforce the Trusted Framework security rules for inter-application communication, including the rules, defined in appendix G,",NFR,Security
310,F0_REQ_00310,"The OPEN shall Provide an interface to all Applications that ensures that the GlobalPlatform security mechanism cannot be bypassed, deactivated, corrupted or otherwise circumvented,",FR,Functional
311,F0_REQ_00313,"The OPEN shall Ensure that the Card Content changes are authorized by the Card Issuer,",NFR,Security
312,F0_REQ_00314,"The OPEN shall Ensure that application code has been signed by the Controlling Authority represented on the card,",FR,Functional
313,F0_REQ_00311,"The OPEN shall Check application access rules according to the Applications' privileges,",FR,Functional
314,F0_REQ_00312,The OPEN shall Manage card and Application Life Cycle,FR,Functional
315,F0_REQ_00318,"When applicable a Security Domain shall Manage on-card data securely,",NFR,Security
316,F0_REQ_00319,"When applicable a Security Domain shall Provide cryptographic protection services for its own Applications during their personalization and optionally during their subsequent operation,",FR,Functional
317,F0_REQ_00315,"The OPEN shall Ensure that application code has been signed by Application Providers represented on the card, if required.",FR,Functional
318,F0_REQ_00317,"When applicable a Security Domain shall Communicate with off-card entities in accordance with its Security Domain Provider's security policy in Pre-Issuance and Post-Issuance,",NFR,Security
319,F0_REQ_00316,Security Domains enforce the security policies of their off-card Security Domain Provider.,NFR,Security
320,F0_REQ_00322,"When applicable a Security Domain shall Verify the authorization for Card Content changes initiated by an off-card authority,",NFR,Security
321,F0_REQ_00323,"When applicable a Security Domain shall Generate receipts for load, install, extradition, and delete,",NFR,Security
322,F0_REQ_00320,"When applicable a Security Domain shall Request the OPEN to load, install, extradite, and delete card content,",NFR,Security
323,F0_REQ_00324,When applicable a Security Domain shall Verify the load file data block signature when requested by the OPEN.,NFR,Security
324,F0_REQ_00321,"When applicable a Security Domain shall Return to the off-card entity any receipt for load, install, extradition, and delete,",NFR,Security
325,F0_REQ_00326,"A Global Services Application shall Hold the Global Services application-related data securely,",NFR,Security
326,F0_REQ_00327,A Global Services Application shall Perform internal security measures as required by the service.,NFR,Security
327,F0_REQ_00329,Applications should Perform internal security measures required by the Application Provider,NFR,Security
328,F0_REQ_00328,Applications should Expose only data and resources that are necessary for proper application functionality,FR,Functional
329,F0_REQ_00325,"A Global Services Application shall Be able to provide services to other Applications, such as CVM services,",FR,Functional
330,F0_REQ_00330,"The back-end systems (multiple back-end systems may exist for a single card), which communicate with the cards, perform the verifications, and manage the off-card key databases, also shall be trusted.",NFR,Performance
331,F0_REQ_00331,"One of the major requirements for a GlobalPlatform card is the ability to provide a minimum level of cryptographic functionality. This cryptography is, for example, used for the generation of signatures, and is available for use by the Applications present on the card.",NFR,Reliability
332,F0_REQ_00332,The Issuer Security Domain shall implement one Secure Channel Protocol.,NFR,Security
333,F0_REQ_00333,A Security Domain other than the Issuer Security Domain shall implement [at least] one Secure Channel Protocol.,NFR,Security
334,F0_REQ_00334,A GlobalPlatform card should support symmetric cryptography such as the Data Encryption Standard (DES) algorithm.,NFR,Security
335,F0_REQ_00336,"When present, services to encrypt and decrypt any pattern of data using these algorithms shall be available to Applications.",NFR,Performance
336,F0_REQ_00338,The Load File Data Block Hash is intended to verify the integrity of a complete Load File Data Block when loaded to a GlobalPlatform card.,NFR,Security
337,F0_REQ_00337,It is the responsibility of the Card Issuer or the Controlling Authority to set up the appropriate off-card procedures to comply with the governmental restrictions upon cryptography. Features to disable or restrict cryptography usage by Applications on a card are beyond the scope of this Specification.,FR,Functional
338,F0_REQ_00335,A GlobalPlatform card may also support asymmetric cryptography such as the Rivest / Shamir / Adleman (RSA) algorithm.,FR,Functional
339,F0_REQ_00339,The Load File Data Block Hash is used in the computation of The Load File Data Block Signature,FR,Functional
340,F0_REQ_00341,"When present during the loading of a Load File to the card, each signature shall be verified by the appropriate Security Domain.",NFR,Security
341,F0_REQ_00344,A GlobalPlatform card may provide security services related to information exchanged between the card and an offcard entity.,NFR,Security
342,F0_REQ_00343,The appropriate Security Domain may generate Receipts during Delegated Management.,NFR,Security
343,F0_REQ_00340,The Load File Data Block Hash is used in the computation of The Load Token,FR,Functional
344,F0_REQ_00342,Tokens shall be verified by the appropriate Security Domain.,NFR,Security
345,F0_REQ_00347,"A GlobalPlatform card offers Entity authentication - in which the card or the off-card entity proves its authenticity to the other entity through a cryptographic exchange,",NFR,Security
346,F0_REQ_00348,"A GlobalPlatform card offers Integrity and authentication - in which the receiving entity (the card or off-card entity) ensures that the data being received from the sending entity (respectively the off-card entity or card) actually came from an authenticated entity in the correct sequence and has not been altered,",NFR,Security
347,F0_REQ_00346,The concept of the Life Cycle of the card (see section 5.1 - Card Life Cycle) may be used to determine the security level of the communication between the card and an off-card entity.,NFR,Security
348,F0_REQ_00349,A GlobalPlatform card offers Confidentiality - in which data being transmitted from the sending entity (the off-card entity or card) to the receiving entity (respectively the card or off-card entity) is not viewable by an unauthenticated entity.,NFR,Security
349,F0_REQ_00345,The security level of the communication with an off-card entity does not necessarily apply to each individual message being transmitted but can only apply to the environment and/or context in which messages are transmitted.,NFR,Security
350,F0_REQ_00353,"At OP_READY state, the OPEN shall be available and ready for execution",NFR,Reliability
351,F0_REQ_00354,"At OP_READY state, the runtime environment shall be  ready for execution",NFR,Performance
352,F0_REQ_00351,The OPEN shall owns and maintains the Life Cycle information within the GlobalPlatform Registry,FR,Functional
353,F0_REQ_00350,"The life cycle models is responsible to functionality and security of Card, Executable Load Files, Executable Modules, Security Domains, and Applications.",NFR,Security
354,F0_REQ_00352,The OPEN shall be responsible to maintain security and administration of the card and its content,NFR,Security
355,F0_REQ_00357,"At OP_READY, initial key shall be available within the issuer security domain",NFR,Reliability
356,F0_REQ_00359,The SECURED state may be used to enforce the relevant security policies of the security domain and applications,NFR,Security
357,F0_REQ_00355,"At OP_READY state, issuer security domain shall be implicitly selected application for all card interfaces",NFR,Security
358,F0_REQ_00356,"At OP_READY state,Executable Load Files that were included in Immutable Persistent Memory shall be registered in the GlobalPlatform Registry",FR,Functional
359,F0_REQ_00358,The off-card entity under the OP_READY state may insert Security Domain keys  in order to maintain a cryptographic key separation from the Issuer Security Domain keys,NFR,Security
360,F0_REQ_00360,The off-card entity under the SECURE state shall be used to ensure the availability of all keys by the issuer security domain,NFR,Security
361,F0_REQ_00364,The state TERMINATED shall be used to permanently disable all card functionality with respect to any card content management and any life cycle changes.,FR,Functional
362,F0_REQ_00361,The CARD_LOCKED state shall has the ability to disable the selected security domain and application,NFR,Security
363,F0_REQ_00363,The Card Content changes including any type of data management (specifically Security Domain keys and data) shall not allowed in the CARD_LOCKED state.,NFR,Security
364,F0_REQ_00362,The card under CARD_LOCKED state shall only allow the application to select the final application privilege,FR,Functional
365,F0_REQ_00365,"The GlobalPlatform Environment (OPEN) supports Command Dispatch functions (Application and Security Domain selection, (Optional) Logical channel management, Command dispatching) if the underlying runtime environment does not support them:",NFR,Performance
366,F0_REQ_00366,"The GlobalPlatform Environment (OPEN) supports Card Content Management functions (Content verification, Content loading, Content installation, Content removal, Access control rules for card content management) if the underlying runtime environment does not support them:",NFR,Security
367,F0_REQ_00367,"The GlobalPlatform Environment (OPEN) supports Security Management functions (Security Domain locking and unlocking, Application locking and unlocking, Card locking and unlocking, Card termination, Privilege usage, Security Domain, privilege usage, Tracing and event logging) if the underlying runtime environment does not support them:",NFR,Performance
368,F0_REQ_00368,The GlobalPlatform Environment (OPEN) supports GlobalPlatform Trusted Framework functions (Secure inter-application communication) if the underlying runtime environment does not support them:,NFR,Security
369,F0_REQ_00369,The GlobalPlatform Registry is a data store required to support the various system functions of the GlobalPlatform.,FR,Functional
370,F0_REQ_00370,Applications and Security Domains may access andor modify some content known or managed by the OPEN.,NFR,Security
371,F0_REQ_00374,"If the card is aware of logical channels but only supports the Basic Logical Channel, the OPEN shall respond with the appropriate error,",FR,Functional
372,F0_REQ_00373,The SELECT [by name] command is processed by the OPEN.,FR,Functional
373,F0_REQ_00372,The commands received by a GlobalPlatform card shall be processed by the OPEN or dispatched to the selected Application for processing.,FR,Functional
374,F0_REQ_00371,"Depending on the relevant privileges of the requesting entity, the following services shall be provided by the OPEN Retrieving the Applications own Life Cycle State stored by the OPEN in the GlobalPlatform Registry,   Retrieving the card Life Cycle State,   Obtaining access to the services of the Security Domain associated with the Application,   Transitioning the card Life Cycle State to CARD_LOCKED,   For contact cards according to ISOIEC 78164 and for contactless cards Type A according to ISOIEC 144433, setting the content of the historical bytes,   Transitioning the Applications own Application Life Cycle State stored by the OPEN in the GlobalPlatform Registry,   Transitioning the card Life Cycle State to TERMINATED,   Obtaining access to GlobalPlatform Registry information,   Obtaining access to Global Services Applications.",NFR,Security
375,F0_REQ_00377,Any other type of command received shall be dispatched to the currently selected Application.,FR,Functional
376,F0_REQ_00379,"For all commands, if the command indicates a Supplementary Logical Channel that is not opened then:   If the card only supports the Basic Logical Channel and has no concept of logical channel support, the command shall be dispatched to the selected Application for processing.   If the card is aware of logical channels, the OPEN shall respond with the appropriate error. (This requirement may exclude the SELECT command, if the card supports opening of a logical channel using the SELECT command.)",FR,Functional
377,F0_REQ_00378,"Commands are either received on the Basic Logical Channel (logical channel number zero) or on a Supplementary Logical Channel (logical channel number other than zero). In compliance with ISO/IEC 7816-4, logical channel information shall be indicated in the class byte of the APDU command header.",FR,Functional
378,F0_REQ_00375,"If the card is aware of logical channels and supports at least one Supplementary Logical Channel, the OPEN shall process the command,",FR,Functional
379,F0_REQ_00376,"If the card only supports the Basic Logical Channel and has no concept of logical channel support, the command shall be dispatched to the selected Application for processing.",FR,Functional
380,F0_REQ_00384,"An Application installed or made selectable with the Card Reset privilege and no Implicit Selection parameter is registered in the GlobalPlatform Registry as the implicitly selectable Application on the Basic Logical Channel for all card I/O interfaces supported by the card if no other Application (other than the Issuer Security Domain) is already registered as implicitly selectable on the Basic Logical Channel of any card I/O interface,",NFR,Security
381,F0_REQ_00381,The Issuer Security Domain shall have no multi-selection restrictions on cards that support multiple logical channels i.e. it shall be capable of being selected across multiple logical channels.,NFR,Security
382,F0_REQ_00380,"For commands that are dispatched to an Application, it is the responsibility of the Application to correctly reject commands that it does not recognize, expect or cannot process.",FR,Functional
383,F0_REQ_00383,"An Application installed or made selectable with a specific Implicit Selection parameter is registered in the GlobalPlatform Registry as the implicitly selectable Application on the logical channel(s) of the card I/O interface(s) indicated in the parameter if no other Application (other than the Issuer Security Domain) is already registered as implicitly selectable on that logical channel(s) of that card I/O interface(s),",NFR,Security
384,F0_REQ_00382,The Issuer Security Domain is by default the implicitly selectable Application on all logical channels of all card I/O interfaces supported by the card. Implicit selection on a specific logical channel of a specific card I/O interface may be assigned only if the Issuer Security Domain is the implicitly selectable Application on that logical channel of that card I/O interface and no other Locked Application is registered as implicitly selectable for the same logical channel and card I/O interface,NFR,Security
385,F0_REQ_00386,"The OPEN shall use the implicit selection registration of each Application for controlling the following runtime behavioral requirements:   Identifying the Application which is implicitly selectable on the Basic Logical Channel of the current card I/O interface during the card reset or activation sequence,   Identifying the Application which is implicitly selectable when opening on the current card I/O interface a new Supplementary Logical Channel from the Basic Logical Channel.",NFR,Performance
386,F0_REQ_00387,The Basic Logical Channel is the permanently available interface to a GlobalPlatform card and shall be supported by the OPEN.,NFR,Reliability
387,F0_REQ_00388,"The OPEN shall support Application selection on the Basic Logical Channel via Implicit Selection following the card reset (see ISO/IEC 7816-3 for contact cards) or activation sequence (see ISO/IEC 14443-3 for contactless cards),",FR,Functional
388,F0_REQ_00389,The OPEN shall support Application selection on the Basic Logical Channel via Explicit Selection through the SELECT [by name] command.,FR,Functional
389,F0_REQ_00385,"If an Application implicitly selectable on specific logical channel(s) of specific card I/O interface(s) is deleted, the Issuer Security Domain becomes the implicitly selectable Application on that logical channel(s) of that card I/O interface(s).",NFR,Security
390,F0_REQ_00394,"If the card is in the Life Cycle State CARD_LOCKED or TERMINATED, the Application with the Final Application privilege is the selected Application on the Basic Logical Channel and the OPEN shall not attempt to identify the implicitly selectable Application",FR,Functional
391,F0_REQ_00391,"Partial AID selection as defined in section 6.4.2.1.2 - Explicit Selection, shall be supported. (Partial AID selection does not require knowledge of the full AID by the off-card entity.)",FR,Functional
392,F0_REQ_00393,"Once the card session has been established (for contact cards according to ISO/IEC 7816-4 after Answer-to-Reset, or after the activation sequence for contactless cards according to ISO/IEC 14443-3), and before the first command is issued to the card, the Application defined as implicitly selectable on the Basic Logical Channel and for that card I/O interface shall become the selected Application on the Basic Logical Channel for that card I/O interface.",NFR,Usability
393,F0_REQ_00390,The OPEN may also support additional selection processes.,FR,Functional
394,F0_REQ_00392,"As multiple Applications on the card may have the same partial AID, it is required that a method exists to select all Applications matching the partial AID.",FR,Functional
395,F0_REQ_00396,At any time during a Card Session the OPEN may receive a request to select an Application on the Basic Logical Channel (SELECT [by name] [first or only occurrence] command). The OPEN shall determine if the requested AID matches or partially matches an entry within the GlobalPlatform Registry and whether this entry is selectable.,NFR,Performance
396,F0_REQ_00397,"At any time during a Card Session that has already contained a SELECT [by name] [first or only occurrence] command, the OPEN may receive a request to select a next Application (SELECT [by name] [next occurrence] command) on the Basic Logical Channel. The OPEN shall determine if the requested AID matches or partially matches another entry within the GlobalPlatform Registry and whether this entry is selectable.",NFR,Performance
397,F0_REQ_00398,"For both the SELECT [by name] [first or only occurrence] command and the SELECT [by name] [next occurrence] command, an Application becomes the selected Application on the Basic Logical Channel if:   The requested AID matches (fully or partially) the Applications AID,   The Application being selected is in the correct Life Cycle State,   The Application has no restrictions due to multi-selection, and supports the current card interface.",NFR,Usability
