Requirement ID,Project ID,Project Name,Dataset ID,text,class,subclass,confidence,,Confidence,,
REQ_002_002181,P002,Library Management System,DS002,"User shall have a detailed activity log maintained, capturing actions such as logins, logouts, sales transactions, purchases, and any system operations.",FR,Functional,0.8,,,,
REQ_002_002182,P002,Library Management System,DS002,User shall/will be able to interact with the system with responses within two seconds under normal operating conditions.,NFR,Performance,1,,,,
REQ_002_002183,P002,Library Management System,DS002,User shall/will be provided with reports generated in a time not exceeding five seconds.,NFR,Performance,1,,,,
REQ_002_002184,P002,Library Management System,DS002,User shall/will have access to a system with a mean time between failures of at least 500 hours.,FR,Functional,0.8,,,,
REQ_002_002185,P002,Library Management System,DS002,"In the event of a failure, the system shall/will recover within five minutes with minimal data loss.",FR,Functional,0.8,,,,
REQ_002_002186,P002,Library Management System,DS002,User shall/will have sensitive data encrypted during transmission and storage.,FR,Functional,0.8,,,,
REQ_002_002187,P002,Library Management System,DS002,"User shall/will be subject to role-based access control, restricting access based on assigned roles.",FR,Functional,0.8,,,,
REQ_002_002188,P002,Library Management System,DS002,User shall/will have passwords stored securely using industry-standard hashing algorithms.,FR,Functional,0.8,,,,
REQ_002_002189,P002,Library Management System,DS002,User shall/will experience a system capable of supporting the addition of new features without requiring a complete system overhaul.,FR,Functional,0.8,,,,
REQ_002_002190,P002,Library Management System,DS002,User shall/will experience optimal performance under increased loads through scalability tests.,FR,Functional,0.8,,,,
REQ_002_002191,P002,Library Management System,DS002,User shall/will interact with an intuitive user interface requiring minimal training.,FR,Functional,0.8,,,,
REQ_002_002192,P002,Library Management System,DS002,User shall/will receive clear error messages and guidance in case of input errors.,FR,Functional,0.8,,,,
REQ_002_002193,P002,Library Management System,DS002,User shall/will access a system available 100% of the time during regular business hours.,FR,Functional,1,,,,
REQ_002_002194,P002,Library Management System,DS002,User shall/will be informed in advance of scheduled maintenance to minimize downtime.,FR,Functional,0.8,,,,
REQ_002_002195,P002,Library Management System,DS002,User shall/will benefit from regular automated backups of the database and system configuration.,FR,Functional,0.8,,,,
REQ_002_002196,P002,Library Management System,DS002,Backup data shall/will be stored in a geographically separate location to ensure recovery in case of a catastrophic event.,FR,Functional,0.8,,,,
REQ_002_002197,P002,Library Management System,DS002,User shall/will experience a system designed with built-in fault tolerance to minimize the impact of failures.,FR,Functional,0.8,,,,
REQ_002_002198,P002,Library Management System,DS002,System shall/will identify dependencies on external services or APIs.,FR,Functional,0.8,,,,
REQ_002_002199,P002,Library Management System,DS002,User shall be able to create a new account and select Free or Premium membership.,NFR,Performance,1,,,,
REQ_002_002200,P002,Library Management System,DS002,User shall be prompted to sign in to access their account.,FR,Functional,0.8,,,,
REQ_002_002201,P002,Library Management System,DS002,User shall have the option to sign out or switch between accounts.,FR,Functional,0.8,,,,
REQ_002_002202,P002,Library Management System,DS002,"User shall be limited to 1000 calls per day, with total calls being the sum of all user accounts.",FR,Functional,0.8,,,,
REQ_002_002203,P002,Library Management System,DS002,User shall search for locations using city names for weather information.,FR,Functional,0.8,,,,
REQ_002_002204,P002,Library Management System,DS002,User shall only have access to US cities and locations within the app.,FR,Functional,0.8,,,,
REQ_002_002205,P002,Library Management System,DS002,User shall store one location for Free Users and up to five locations for Premium Users.,FR,Functional,0.8,,,,
REQ_002_002206,P002,Library Management System,DS002,User shall have the ability to remove stored locations.,FR,Functional,0.8,,,,
REQ_002_002207,P002,Library Management System,DS002,"User shall access a 7-day advance weather prediction for searched and stored cities, in addition to current weather data.",FR,Functional,0.8,,,,
REQ_002_002208,P002,Library Management System,DS002,User shall expect Weeble to load within 20 seconds for 90% of the time.,NFR,Performance,1,,,,
REQ_002_002209,P002,Library Management System,DS002,User passwords shall be hashed using a key stretching algorithm before storage in the database.,FR,Functional,0.8,,,,
REQ_002_002210,P002,Library Management System,DS002,The database of Webble shall reliably support up to 20 user accounts and associated data.,FR,Functional,0.8,,,,
REQ_002_002211,P002,Library Management System,DS002,Webble shall allow a maximum of 10 Premium Users with full access to features.,FR,Functional,0.8,,,,
REQ_002_002212,P002,Library Management System,DS002,A maximum of 10 Free Users shall be allowed in Webble with limited access to features.,FR,Functional,0.8,,,,
REQ_002_002213,P002,Library Management System,DS002,Premium Users shall be permitted to make up to 66 calls per day.,FR,Functional,0.8,,,,
REQ_002_002214,P002,Library Management System,DS002,Free Users shall be allowed to make up to 33 calls per day.,FR,Functional,0.8,,,,
REQ_002_002215,P002,Library Management System,DS002,Webble shall depict weather information using graphical icons corresponding to the current weather.,FR,Functional,0.8,,,,
REQ_002_002216,P002,Library Management System,DS002,"An FAQ page shall be provided in Webble to explain terms, functionality, and other relevant information.",FR,Functional,0.8,,,,
REQ_002_002217,P002,Library Management System,DS002,The design of Webble shall ensure that at least 90% of users can navigate and understand the application after training.,FR,Functional,1,,,,
REQ_002_002218,P002,Library Management System,DS002,"User shall have the ability to search resumes by keywords, job category, and days since posted.",FR,Functional,0.8,,,,
REQ_002_002219,P002,Library Management System,DS002,"User shall be able to post jobs with detailed descriptions including job title, company name, location, salary, job type, work type, and required skills.",FR,Functional,0.8,,,,
REQ_002_002220,P002,Library Management System,DS002,User shall have the ability to create and edit a company profile.,FR,Functional,0.8,,,,
REQ_002_002221,P002,Library Management System,DS002,User shall be able to add a company logo to job postings.,FR,Functional,0.8,,,,
REQ_002_002222,P002,Library Management System,DS002,Password resets shall be retrievable by automated email.,FR,Functional,0.8,,,,
REQ_002_002223,P002,Library Management System,DS002,Employers and recruiters shall be able to create multiple resume agents to receive daily emails matching their keywords.,FR,Functional,0.8,,,,
REQ_002_002224,P002,Library Management System,DS002,Paid features such as making offers bold or highlighting shall be available.,FR,Functional,0.8,,,,
REQ_002_002225,P002,Library Management System,DS002,The search resume facility shall be activated by paying a fee based on requirements.,FR,Functional,0.8,,,,
REQ_002_002226,P002,Library Management System,DS002,Employer and agency registration shall be facilitated.,FR,Functional,0.8,,,,
REQ_002_002227,P002,Library Management System,DS002,Individual or package job adverts shall be purchasable by credit card.,FR,Functional,0.8,,,,
REQ_002_002228,P002,Library Management System,DS002,Information on remaining job posting time and CV access shall be reportable.,FR,Functional,0.8,,,,
REQ_002_002229,P002,Library Management System,DS002,Confirmation of remaining credits shall be provided after each job posting.,FR,Functional,0.8,,,,
REQ_002_002230,P002,Library Management System,DS002,Payment options shall include invoice or credit/debit card.,FR,Functional,0.8,,,,
REQ_002_002231,P002,Library Management System,DS002,Company logos shall be attachable to job adverts.,FR,Functional,0.8,,,,
REQ_002_002232,P002,Library Management System,DS002,Information on vacancy viewings and applications shall be provided.,FR,Functional,0.8,,,,
REQ_002_002233,P002,Library Management System,DS002,Application forms shall be attachable to job adverts.,FR,Functional,0.8,,,,
REQ_002_002234,P002,Library Management System,DS002,Jobs shall be postable via external sites if used by the advertiser.,FR,Functional,0.8,,,,
REQ_002_002235,P002,Library Management System,DS002,High-quality applications shall be received from a customized job board.,FR,Functional,0.8,,,,
REQ_002_002236,P002,Library Management System,DS002,Internal notes on applicants shall be maintainable.,FR,Functional,0.8,,,,
REQ_002_002237,P002,Library Management System,DS002,"Online registration and signup for memberships, job packages, postings, or resume database access shall be available.",NFR,Performance,1,,,,
REQ_002_002238,P002,Library Management System,DS002,Quick employer registration shall be possible using email and password.,FR,Functional,0.8,,,,
REQ_002_002239,P002,Library Management System,DS002,Multiple registration accounts for colleagues shall be set up.,FR,Functional,0.8,,,,
REQ_002_002240,P002,Library Management System,DS002,Autoresponder messages shall be sent for new account notifications.,FR,Functional,0.8,,,,
REQ_002_002241,P002,Library Management System,DS002,Password retrieval shall be possible via automated email.,FR,Functional,0.8,,,,
REQ_002_002242,P002,Library Management System,DS002,Profile updates shall be allowed at any time.,FR,Functional,0.8,,,,
REQ_002_002243,P002,Library Management System,DS002,Resumes or CVs submitted by job seekers shall be viewable and downloadable.,FR,Functional,0.8,,,,
REQ_002_002244,P002,Library Management System,DS002,Employers shall be able to create questions for applicants to respond to when applying.,FR,Functional,0.8,,,,
REQ_002_002245,P002,Library Management System,DS002,Search agents shall automatically send resumes matching specified criteria via email daily.,FR,Functional,0.8,,,,
REQ_002_002246,P002,Library Management System,DS002,Calendar scheduling for meetings shall be provided.,FR,Functional,0.8,,,,
REQ_002_002247,P002,Library Management System,DS002,Newsletter subscription or unsubscription shall be possible.,FR,Functional,0.8,,,,
REQ_002_002248,P002,Library Management System,DS002,"Job listings shall be customizable to include company info, job type, category, requirements, wages, benefits, and an apply button.",FR,Functional,0.8,,,,
REQ_002_002249,P002,Library Management System,DS002,Statistics on views and applicant counts shall be provided for postings.,FR,Functional,0.8,,,,
REQ_002_002250,P002,Library Management System,DS002,Video CVs shall be viewable.,FR,Functional,0.8,,,,
REQ_002_002251,P002,Library Management System,DS002,"User shall have the ability to search for jobs by keywords, category, and work status.",FR,Functional,0.8,,,,
REQ_002_002252,P002,Library Management System,DS002,User shall be able to upload a Video CV of up to 3 minutes.,FR,Functional,0.8,,,,
REQ_002_002253,P002,Library Management System,DS002,Applying for a job shall be facilitated with a single click.,FR,Functional,0.8,,,,
REQ_002_002254,P002,Library Management System,DS002,"Resume posting capabilities shall include creation, editing, and expiration.",FR,Functional,0.8,,,,
REQ_002_002255,P002,Library Management System,DS002,Candidates shall be able to opt-in and create Job Agents to receive daily notifications of matching jobs.,FR,Functional,0.8,,,,
REQ_002_002256,P002,Library Management System,DS002,Saving jobs of interest in a queue shall be possible for candidates.,FR,Functional,0.8,,,,
REQ_002_002257,P002,Library Management System,DS002,Password retrieval via email shall be automated.,FR,Functional,0.8,,,,
REQ_002_002258,P002,Library Management System,DS002,Job Seeker registration shall allow the addition of CV as a Word file to the CV database.,FR,Functional,0.8,,,,
REQ_002_002259,P002,Library Management System,DS002,"Login and profile updates, including password reminders, shall be provided.",FR,Functional,0.8,,,,
REQ_002_002260,P002,Library Management System,DS002,Jobs by email and email-a-friend features shall be available.,FR,Functional,0.8,,,,
REQ_002_002261,P002,Library Management System,DS002,Viewing application history from the profile shall be possible.,FR,Functional,0.8,,,,
REQ_002_002262,P002,Library Management System,DS002,An option to remain anonymous on the CV database while allowing employers/agencies to email candidates shall be provided.,FR,Functional,0.8,,,,
REQ_002_002263,P002,Library Management System,DS002,A powerful online job search tool shall be included.,FR,Functional,0.8,,,,
REQ_002_002264,P002,Library Management System,DS002,Automated banner ads on email headers shall notify job seekers of relevant jobs.,FR,Functional,0.8,,,,
REQ_002_002265,P002,Library Management System,DS002,Job seekers shall control the privacy level of their information visible to employers through resume searches.,FR,Functional,0.8,,,,
REQ_002_002266,P002,Library Management System,DS002,"Job searching by location, qualification, categories, company, experience, and keywords shall be enabled.",FR,Functional,0.8,,,,
REQ_002_002267,P002,Library Management System,DS002,Resumes will have options for private/public/confidential settings.,FR,Functional,0.5,,,,
REQ_002_002268,P002,Library Management System,DS002,Contact information will be optionally hidden.,FR,Functional,0.5,,,,
REQ_002_002269,P002,Library Management System,DS002,Resumes will be hidden from specific companies.,FR,Functional,0.5,,,,
REQ_002_002270,P002,Library Management System,DS002,Multiple qualifications and experiences will be added and submitted.,FR,Functional,0.5,,,,
REQ_002_002271,P002,Library Management System,DS002,Photos and Cover Letters will be added to profiles and job applications.,FR,Functional,0.5,,,,
REQ_002_002272,P002,Library Management System,DS002,Newsletter subscription and customization options will be provided.,FR,Functional,0.5,,,,
REQ_002_002273,P002,Library Management System,DS002,Jobs will be added to a watchlist for later viewing.,FR,Functional,0.5,,,,
REQ_002_002274,P002,Library Management System,DS002,Statistics on resume views by interested employers shall be available.,FR,Functional,0.8,,,,
REQ_002_002275,P002,Library Management System,DS002,Automated responses to job applications shall be provided.,FR,Functional,0.8,,,,
REQ_002_002276,P002,Library Management System,DS002,"Job Search Agents will be added, edited, activated, or deleted.",FR,Functional,0.5,,,,
REQ_002_002277,P002,Library Management System,DS002,Arranging job search results by dates or location shall be possible.,FR,Functional,0.8,,,,
REQ_002_002278,P002,Library Management System,DS002,"Admin shall manage job seeker and employer profiles, payments, and services.",FR,Functional,0.8,,,,
REQ_002_002279,P002,Library Management System,DS002,Messages will be sent to employers and job seekers for subscription-related matters.,FR,Functional,0.5,,,,
REQ_002_002280,P002,Library Management System,DS002,Roles and authentication for users shall be provided by admin.,FR,Functional,0.8,,,,
REQ_002_002281,P002,Library Management System,DS002,Admin will set criteria for users and manage static content updates.,FR,Functional,0.5,,,,
REQ_002_002282,P002,Library Management System,DS002,Email notifications to users based on account status will be sent from the admin panel.,FR,Functional,0.5,,,,
REQ_002_002283,P002,Library Management System,DS002,Recent jobs shall be displayed on the homepage.,FR,Functional,0.8,,,,
REQ_002_002284,P002,Library Management System,DS002,Newsletter and email sending functionalities to employers and job seekers shall be provided.,FR,Functional,0.8,,,,
REQ_002_002285,P002,Library Management System,DS002,Extensive usage statistics for various categories shall be accessible.,FR,Functional,0.8,,,,
REQ_002_002286,P002,Library Management System,DS002,Job categories management console shall be available.,FR,Functional,0.8,,,,
REQ_002_002287,P002,Library Management System,DS002,Fully customizable graphic elements and templates shall be editable.,FR,Functional,0.8,,,,
REQ_002_002288,P002,Library Management System,DS002,"Fees for various features like job posting, premium membership, etc., shall be configurable.",NFR,Performance,1,,,,
REQ_002_002289,P002,Library Management System,DS002,Billing transactions and reports on system sales shall be viewable.,FR,Functional,0.8,,,,
REQ_002_002290,P002,Library Management System,DS002,System administrators shall have control over dropdown lists and list boxes throughout the site.,FR,Functional,0.8,,,,
REQ_002_002291,P002,Library Management System,DS002,Job seekers and employers will be searched based on various criteria.,FR,Functional,0.5,,,,
REQ_002_002292,P002,Library Management System,DS002,"Multiple membership options with varying prices, time periods, and access levels shall be configurable.",NFR,Performance,1,,,,
REQ_002_002293,P002,Library Management System,DS002,"Invoices can be sent to companies, and featured employer showcases can be managed.",FR,Functional,0.5,,,,
REQ_002_002294,P002,Library Management System,DS002,"Reports on total system sales, jobs, job seekers, accounting, and order history shall be viewable.",FR,Functional,0.8,,,,
REQ_002_002295,P002,Library Management System,DS002,Full lists of job seekers and employers along with their contact information can be printed.,FR,Functional,0.5,,,,
REQ_002_002296,P002,Library Management System,DS002,Resumes will be imported directly from an existing database.,FR,Functional,0.5,,,,
REQ_002_002297,P002,Library Management System,DS002,Limits for CV views and alerts for abnormal user activity shall be configurable.,FR,Functional,0.8,,,,
REQ_002_002298,P002,Library Management System,DS002,Banner management application for serving and tracking banner ads shall be provided.,FR,Functional,0.8,,,,
REQ_002_002299,P002,Library Management System,DS002,Database backup and multiple admin setup with file access privileges shall be available.,FR,Functional,0.8,,,,
REQ_002_002300,P002,Library Management System,DS002,"User shall be able to access the control panel based on their role as administrator, employer, or job seeker.",FR,Functional,0.8,,,,
REQ_002_002301,P002,Library Management System,DS002,"User shall be able to subscribe to different membership tiers, such as Silver, Gold, and Diamond, offering varying limits on resume downloads.",NFR,Performance,1,,,,
REQ_002_002302,P002,Library Management System,DS002,User shall be able to respond to a limited number of profiles per day as a general job seeker.,NFR,Performance,1,,,,
REQ_002_002303,P002,Library Management System,DS002,"User shall be able to make payments securely through integrated payment gateways like PayPal, InterSwitch, etc.",FR,Functional,0.8,,,,
REQ_002_002304,P002,Library Management System,DS002,"User shall be able to use the application in multiple languages, including English and French.",FR,Functional,0.8,,,,
REQ_002_002305,P002,Library Management System,DS002,User shall experience a fully dynamic interface where data is fetched from the database.,FR,Functional,0.8,,,,
REQ_002_002306,P002,Library Management System,DS002,User shall experience smoother page transitions with AJAX-enabled asynchronous page postbacks.,FR,Functional,0.8,,,,
REQ_002_002307,P002,Library Management System,DS002,"User shall receive clear validation messages on both client and server sides, with failed fields highlighted and focus directed to them.",FR,Functional,0.8,,,,
REQ_002_002308,P002,Library Management System,DS002,User shall be prompted to verify their email upon registration for added security.,FR,Functional,0.8,,,,
REQ_002_002309,P002,Library Management System,DS002,"User shall have the option to connect their social media accounts like Facebook, Twitter, and LinkedIn.",FR,Functional,0.8,,,,
REQ_002_002310,P002,Library Management System,DS002,User shall have a seamless browsing experience across all major web browsers.,FR,Functional,0.8,,,,
REQ_002_002311,P002,Library Management System,DS002,User shall be able to use the application in both English and French languages.,FR,Functional,0.8,,,,
REQ_002_002312,P002,Library Management System,DS002,User shall be able to select from various workout sessions available in the app.,FR,Functional,0.8,,,,
REQ_002_002313,P002,Library Management System,DS002,"User shall have their daily calorie goals recorded, and reminders will be sent if a workout is missed.",FR,Functional,0.8,,,,
REQ_002_002314,P002,Library Management System,DS002,"User shall have the option to create a customized workout plan, with a detailed graph of the workout displayed.",FR,Functional,0.8,,,,
REQ_002_002315,P002,Library Management System,DS002,"User shall access a variety of meal plans based on target calorie intake per day, with options for daily or weekly plans.",FR,Functional,0.8,,,,
REQ_002_002316,P002,Library Management System,DS002,User shall be able to integrate their Strava account or Fitbit watch to view fitness-related information within the CrossFit app.,FR,Functional,0.8,,,,
REQ_002_002317,P002,Library Management System,DS002,User shall share their progress within the app and have the ability to copy custom workout sessions.,FR,Functional,0.8,,,,
REQ_002_002318,P002,Library Management System,DS002,User shall use the barcode scanner feature to retrieve detailed information about food products by scanning their barcodes.,FR,Functional,0.8,,,,
REQ_002_002319,P002,Library Management System,DS002,"User shall be alerted if they attempt to enter a custom workout name that already exists in the system, prompting them to choose a different name.",FR,Functional,0.8,,,,
REQ_002_002320,P002,Library Management System,DS002,"User shall be alerted if they input incorrect or invalid target calories, such as values below a certain threshold or excessively high values.",FR,Functional,0.8,,,,
REQ_002_002321,P002,Library Management System,DS002,"User shall be prompted to sign in again and grant permissions if they do not provide access to their account details, ensuring the app has the necessary information.",FR,Functional,0.8,,,,
REQ_002_002322,P002,Library Management System,DS002,"User shall be alerted if they provide incomplete information regarding the mealtime cycle of the plan, indicating which form fields are incomplete for correction.",FR,Functional,0.8,,,,
REQ_002_002323,P002,Library Management System,DS002,"User will be prompted to grant permission to access the camera if they initially deny access, allowing the app to utilize camera functionality.",FR,Functional,0.5,,,,
REQ_002_002324,P002,Library Management System,DS002,"User will be notified if the barcode output is not generated due to an issue, prompting them to retry or seek assistance if needed.",FR,Functional,0.5,,,,
REQ_002_002325,P002,Library Management System,DS002,User shall expect the database to update data in less than 1 second to ensure timely information retrieval.,FR,Functional,0.8,,,,
REQ_002_002326,P002,Library Management System,DS002,User shall experience a UI load time within 30 milliseconds for quick and responsive user interactions.,NFR,Performance,1,,,,
REQ_002_002327,P002,Library Management System,DS002,User shall anticipate API responses in less than 2.5 seconds to maintain seamless application functionality.,NFR,Performance,1,,,,
REQ_002_002328,P002,Library Management System,DS002,User shall have their meal planner tailored to accommodate their allergies and food choices for safety and dietary preferences.,FR,Functional,0.8,,,,
REQ_002_002329,P002,Library Management System,DS002,"User shall receive exercise recommendations considering their movement conditions, such as joint pain or fractures, to prevent injury.",FR,Functional,0.8,,,,
REQ_002_002330,P002,Library Management System,DS002,User shall have their data securely stored in the database with privacy features to prevent data loss and ensure confidentiality.,FR,Functional,0.8,,,,
REQ_002_002331,P002,Library Management System,DS002,"User shall benefit from a simple UI design with easily navigable screens and features, facilitating user interaction and understanding.",FR,Functional,0.8,,,,
REQ_002_002332,P002,Library Management System,DS002,"User shall access the application free of charge, as it is non-profit and aimed at benefiting the public without special admin roles or payment gateways.",FR,Functional,0.8,,,,
REQ_002_002333,P002,Library Management System,DS002,"Crafty kids corner shall include safety tips and guidelines for handling art supplies and performing crafting activities, emphasizing the importance of adult supervision.",FR,Functional,0.8,,,,
REQ_002_002334,P002,Library Management System,DS002,"Crafty kids corner shall offer printable resources such as coloring pages, templates, and activity sheets for offline use.",FR,Functional,0.8,,,,
REQ_002_002335,P002,Library Management System,DS002,"Crafty kids corner shall incorporate educational elements into activities to promote learning in areas like fine motor skills, creativity, problem-solving, and cultural awareness.",FR,Functional,0.8,,,,
REQ_002_002336,P002,Library Management System,DS002,"Crafty kids corner shall implement measures to ensure the safety and privacy of users, particularly children, by adhering to relevant regulations and guidelines regarding online data protection.",FR,Functional,0.8,,,,
REQ_002_002337,P002,Library Management System,DS002,"Crafty kids corner shall provide an admin panel for content management, allowing admins to add, edit, or delete projects and tutorials.",FR,Functional,0.8,,,,
REQ_002_002338,P002,Library Management System,DS002,Crafty kids corner shall offer user management features in the admin panel for managing accounts and permissions.,FR,Functional,0.8,,,,
REQ_002_002339,P002,Library Management System,DS002,Crafty kids corner shall include interactive features where users can comment on projects and engage in discussions.,FR,Functional,0.8,,,,
REQ_002_002340,P002,Library Management System,DS002,Crafty kids corner shall include a rating system allowing users to rate projects based on their experience.,FR,Functional,0.8,,,,
REQ_002_002341,P002,Library Management System,DS002,Crafty kids corner will be compatible with a wide range of web browsers and devices commonly used by kids and their parents/guardians.,FR,Functional,0.5,,,,
REQ_002_002342,P002,Library Management System,DS002,Crafty kids corner will provide cross-platform support to ensure a consistent user experience across different operating systems.,FR,Functional,0.5,,,,
REQ_002_002343,P002,Library Management System,DS002,Crafty kids corner shall have the ability to accommodate increasing numbers of users as the website grows in popularity.,NFR,Performance,1,,,,
REQ_002_002344,P002,Library Management System,DS002,Crafty kids corner shall utilize scalable hosting solutions that can handle spikes in traffic without sacrificing performance.,FR,Functional,0.8,,,,
REQ_002_002345,P002,Library Management System,DS002,Crafty kids corner shall have a modular architecture to easily add new features or expand functionality as needed.,FR,Functional,0.8,,,,
REQ_002_002346,P002,Library Management System,DS002,Crafty kids corner shall ensure high availability to ensure the website is accessible whenever kids want to engage with it.,FR,Functional,0.8,,,,
REQ_002_002347,P002,Library Management System,DS002,Crafty kids corner shall implement backup and disaster recovery measures to prevent data loss in case of unforeseen events.,FR,Functional,0.8,,,,
REQ_002_002348,P002,Library Management System,DS002,"Crafty kids corner shall ensure secure user authentication and data protection, especially for any personal information collected from users or their guardians.",FR,Functional,0.8,,,,
REQ_002_002349,P002,Library Management System,DS002,Crafty kids corner shall regularly update security measures and patches to protect against vulnerabilities.,FR,Functional,0.8,,,,
REQ_002_002350,P002,Library Management System,DS002,Crafty kids corner shall feature an intuitive user interface design suitable for each age group.,FR,Functional,0.8,,,,
REQ_002_002351,P002,Library Management System,DS002,"Crafty kids corner shall include accessibility features such as easy navigation, clear labels, and high contrast for readability.",FR,Functional,0.8,,,,
REQ_002_002352,P002,Library Management System,DS002,Crafty kids corner shall have a responsive design that adapts to different screen sizes and devices.,FR,Functional,0.8,,,,
REQ_002_002353,P002,Library Management System,DS002,"Crafty kids corner shall provide ways for users to give feedback, such as ratings or comments, to improve the site's offerings.",FR,Functional,0.8,,,,
REQ_002_002354,P002,Library Management System,DS002,Crafty kids corner shall incorporate interactive elements to keep children interested and entertained.,FR,Functional,0.8,,,,
REQ_002_002355,P002,Library Management System,DS002,All content on Crafty kids corner shall be age-appropriate and suitable for children.,FR,Functional,0.8,,,,
REQ_002_002356,P002,Library Management System,DS002,The system shall validate a new user's account upon registration.,FR,Functional,0.8,,,,
REQ_002_002357,P002,Library Management System,DS002,"The system shall allow users to create a new account by providing their name, date of birth, and email id.",FR,Functional,0.8,,,,
REQ_002_002358,P002,Library Management System,DS002,The system shall check the eligibility criteria in the database during account creation.,FR,Functional,0.8,,,,
REQ_002_002359,P002,Library Management System,DS002,The system shall confirm the successful creation of a new user account.,FR,Functional,0.8,,,,
REQ_002_002360,P002,Library Management System,DS002,The system shall enable users to search for information online.,FR,Functional,0.8,,,,
REQ_002_002361,P002,Library Management System,DS002,The system shall display the searched information to the user.,FR,Functional,0.8,,,,
REQ_002_002362,P002,Library Management System,DS002,The system shall allow users to create boards by providing a name for the board.,FR,Functional,0.8,,,,
REQ_002_002363,P002,Library Management System,DS002,The system shall display the created board on the dashboard.,FR,Functional,0.8,,,,
REQ_002_002364,P002,Library Management System,DS002,The system shall confirm the successful creation of a board with the desired name.,FR,Functional,0.8,,,,
REQ_002_002365,P002,Library Management System,DS002,The system shall enable users to create new pins by manually entering the pin details.,FR,Functional,0.8,,,,
REQ_002_002366,P002,Library Management System,DS002,The system shall display the created pin on the dashboard.,FR,Functional,0.8,,,,
REQ_002_002367,P002,Library Management System,DS002,The system shall confirm the successful creation of a new pin visible to all users.,FR,Functional,0.8,,,,
REQ_002_002368,P002,Library Management System,DS002,The system shall allow users to comment on posts they like.,FR,Functional,0.8,,,,
REQ_002_002369,P002,Library Management System,DS002,The system shall enable users to write comments on posts.,FR,Functional,0.8,,,,
REQ_002_002370,P002,Library Management System,DS002,The system shall process and display the written comment on the post.,FR,Functional,0.8,,,,
REQ_002_002371,P002,Library Management System,DS002,The system shall provide the functionality for users to follow other users.,FR,Functional,0.8,,,,
REQ_002_002372,P002,Library Management System,DS002,The system shall allow users to select and follow other users.,FR,Functional,0.8,,,,
REQ_002_002373,P002,Library Management System,DS002,The system shall display the list of people the user follows on the dashboard.,FR,Functional,0.8,,,,
REQ_002_002374,P002,Library Management System,DS002,The system shall display the list of people the user follows to the followers of those users.,FR,Functional,0.8,,,,
REQ_002_002375,P002,Library Management System,DS002,The system shall support customization of user-provided information.,FR,Functional,0.8,,,,
REQ_002_002376,P002,Library Management System,DS002,The system shall allow users to change their information at any time.,FR,Functional,0.8,,,,
REQ_002_002377,P002,Library Management System,DS002,The system shall process and display the changed user information.,FR,Functional,0.8,,,,
REQ_002_002378,P002,Library Management System,DS002,The system shall ensure that the changed user information is visible to all followers.,FR,Functional,0.8,,,,
REQ_002_002379,P002,Library Management System,DS002,The system shall provide a notification feature for users to check their notifications.,FR,Functional,0.8,,,,
REQ_002_002380,P002,Library Management System,DS002,The system shall allow users to open the notification box and select desired notifications.,FR,Functional,0.8,,,,
REQ_002_002381,P002,Library Management System,DS002,"The system shall display the selected notification, showing the pins associated with it.",FR,Functional,0.8,,,,
REQ_002_002382,P002,Library Management System,DS002,"The system shall be maintainable by highly professional maintainers, who are solely responsible for updating and adding new features.",FR,Functional,0.8,,,,
REQ_002_002383,P002,Library Management System,DS002,"The system shall be responsive, ensuring that it promptly follows every command given by the users.",FR,Functional,0.8,,,,
REQ_002_002384,P002,Library Management System,DS002,"The system shall prioritize usability, aiming for easy use and quick familiarity for end users without the need for training or assistance.",FR,Functional,0.8,,,,
REQ_002_002385,P002,Library Management System,DS002,"The system shall ensure reliability, earning users' trust with their information.",FR,Functional,0.8,,,,
REQ_002_002386,P002,Library Management System,DS002,The system shall utilize a database to store user information and data.,FR,Functional,0.8,,,,
REQ_002_002387,P002,Library Management System,DS002,User shall be able to connect with other people on Quora by sending messages.,FR,Functional,0.8,,,,
REQ_002_002388,P002,Library Management System,DS002,"System shall open a new window for users to compose and view messages, retrieving previous messages from the database.",FR,Functional,0.8,,,,
REQ_002_002389,P002,Library Management System,DS002,User shall be able to change profile settings or details.,FR,Functional,0.8,,,,
REQ_002_002390,P002,Library Management System,DS002,"System shall open a new window with options such as account, privacy, and language settings.",FR,Functional,0.8,,,,
REQ_002_002391,P002,Library Management System,DS002,User will be able to log in to their Quora.com account.,FR,Functional,0.5,,,,
REQ_002_002392,P002,Library Management System,DS002,"System shall verify user input from the database and proceed accordingly, logging the user into the home page.",FR,Functional,0.8,,,,
REQ_002_002393,P002,Library Management System,DS002,User shall be able to sign up for an account on Quora.com.,FR,Functional,0.8,,,,
REQ_002_002394,P002,Library Management System,DS002,"System shall display a confirmation popup after the user fills out the form and clicks the submit button, saving the information to the database for further processing.",FR,Functional,0.8,,,,
REQ_002_002395,P002,Library Management System,DS002,"The system shall be available at all times, accessible via any web browser, even with low browsing speed.",FR,Functional,0.8,,,,
REQ_002_002396,P002,Library Management System,DS002,The system shall be available as an application on both Android and iOS platforms.,FR,Functional,0.8,,,,
REQ_002_002397,P002,Library Management System,DS002,The system shall be accessible on mobile browsers as well.,FR,Functional,0.8,,,,
REQ_002_002398,P002,Library Management System,DS002,The system shall be compatible with any Windows platform with any version of a web browser.,FR,Functional,0.8,,,,
