Requirement ID,Project ID,Project Name,Dataset ID,text,class,subclass,confidence
REQ_00180,P001,Library Management System,DS001,Functionalities related to Electronic Programming Guide and DRM management shall be implemented in STB or media gateway and not in CNG.,FR,Functional,0.8
REQ_00181,P001,Library Management System,DS001,Media flows (data plane) transcoding shall be performed by STB or media gateway and not by the CNG.,FR,Functional,0.8
REQ_00182,P001,Library Management System,DS001,Protocols adaptation for control plane or management plane may be performed by CNG.,FR,Functional,0.5
REQ_00183,P001,Library Management System,DS001,"Presence related information shall be sent to the NGN by the STB or the CNG (depending on the specific architectural choices, CNG could manage the presence related information on behalf of the specific device used) to enable specific services tailored on the specific user's profile.",FR,Functional,0.8
REQ_00184,P001,Library Management System,DS001,The CNG shall classify packets entering the CPN through its WAN interface (downstream direction) according to a number of predefined priorities. Classification can be done on the basis of different layer 2 and/or layer 3 parameters.,NFR,Performance,1
REQ_00185,P001,Library Management System,DS001,"The number of possible values defining the packet priority and, by consequence, the number of queues managed in the downstream direction shall be coherent with the number of concurrent services (data, communication, entertainment) to be treated and supported.",NFR,Performance,1
REQ_00186,P001,Library Management System,DS001,"When forwarding packets from the WAN interface to the customer network, the CNG shall perform one of the following three actions, depending on the classification results: manage a number of queues corresponding to the different priorities detected in the classification phase for each packet processed, send the packets to some internal buffers or simply drop the packet.",FR,Functional,1
REQ_00187,P001,Library Management System,DS001,The CNG shall classify packets coming from the CPN through its LAN interfaces (upstream direction) according to a number of predefined priorities. Classification can be done on the basis of different layer 2 and/or layer 3 parameters.,NFR,Performance,1
REQ_00188,P001,Library Management System,DS001,"The number of possible values defining the packet priority and, by consequence, the number of queues managed in the upstream direction shall be coherent with the number of concurrent services (data, communication, entertainment) to be treated and supported.",NFR,Performance,1
REQ_00189,P001,Library Management System,DS001,"When forwarding packets from the customer network to the WAN interface, the CNG shall manage a number of queues corresponding to the different priorities detected in the classification phase for each packet processed.",NFR,Performance,1
REQ_00190,P001,Library Management System,DS001,CNG shall be able to classify intra-LAN traffic that is simply bridged by the CNG itself within the CPN.,FR,Functional,0.8
REQ_00191,P001,Library Management System,DS001,"Traffic marking: depending on what are the parameters used to perform classification, CNDs or CNG itself on behalf of the CNDs shall be able to modify the packets' priority.",FR,Functional,0.8
REQ_00192,P001,Library Management System,DS001,"In case of huge amount of traffic in upstream or downstream directions, a congestion management mechanism shall be implemented in the CNG to minimize the impact from the user experience point of view.",FR,Functional,0.8
REQ_00193,P001,Library Management System,DS001,"In case of managed services, QoS rules applied by CNG shall be configurable by a remote management system",FR,Functional,0.8
REQ_00194,P001,Library Management System,DS001,"In case of unmanaged services, user shall be able to access a QoS configuration function implemented in the CNG.",FR,Functional,0.8
REQ_00195,P001,Library Management System,DS001,"The CNG shall be equipped with an application client to be remotely manageable by the service providers for configuration, monitoring, firmware upgrade purposes. In case of multiple service providers multiple clients configuring different sets of parameters (for example referring to different services) may be present. A single parameter can be modified by a single client only.",FR,Functional,0.8
REQ_00196,P001,Library Management System,DS001,"It shall be possible to configure the CNG (e.g. firmware downloading) according to the subscribed services. This operation may be performed when the CNG is connected to the network for the first time, for each new service subscription/modification, or for any technical management (e.g. security, patches, etc.).",FR,Functional,0.8
REQ_00197,P001,Library Management System,DS001,The CNG shall support mechanisms for secure authentication and communication with the remote management system.,FR,Functional,0.8
REQ_00198,P001,Library Management System,DS001,The CNG shall be associated with a unique Hardware ID to be used for identification NGN side.,FR,Functional,0.8
REQ_00199,P001,Library Management System,DS001,"In case of managed services, the CNG shall support zero-touch provisioning to activate new services, starting from Internet access to voice and video services and shall be remotely manageable. In case of unmanaged services the user shall be able to configure the CNG by himself.",FR,Functional,0.8
REQ_00200,P001,Library Management System,DS001,"The CNG Remote Management requires to manage a specific set of parameters. At least the following list of parameters shall be available: Customer Identification, Physical Line Identification, list of subscribed services, CNG IP address.",FR,Functional,0.8
REQ_00201,P001,Library Management System,DS001,"For the CNG management it is recommended to use a single protocol, so as to minimize the complexity and the cost of the service.",FR,Functional,0.5
REQ_00202,P001,Library Management System,DS001,CNDs connected to the CPN and devoted to specific managed services shall be remotely manageable,FR,Functional,0.8
REQ_00203,P001,Library Management System,DS001,"(e.g. VoIP phones, Video phones, STBs, etc).",FR,Functional,0.5
REQ_00204,P001,Library Management System,DS001,CNG shall support mechanisms allowing the CNDs remote management when applicable.,FR,Functional,0.8
REQ_00205,P001,Library Management System,DS001,Protection mechanisms shall be implemented to avoid that a management client could access and modify parameters that is not allow to configure.,FR,Functional,0.8
REQ_00206,P001,Library Management System,DS001,"The CPN (trough CNDs and/or CNG) shall support manual configuration to insert information to access IMS network (e.g. IMPU, IMPI, Shared keys, Home Network Domain or P-CSCF IP Address, etc.).",FR,Functional,0.8
REQ_00207,P001,Library Management System,DS001,The CND directly or through the CNG must be able to access to Network Configuration Service Function avoiding any user interaction. (and so the Network Configuration Server should be able to upload different parameter related to service subscription).,FR,Functional,0.2
REQ_00208,P001,Library Management System,DS001,The CND should be able to support bootstrap capabilities in order to retrieve network configuration data to connect the NGN.,FR,Functional,0.2
REQ_00209,P001,Library Management System,DS001,The CND/CNG shall support a mechanism allowing the user to manually modify the association between a public identity (e.g. phone number) and a specific private identity corresponding to a single customer device not provided with a UICC.,NFR,Performance,1
REQ_00210,P001,Library Management System,DS001,The CPN (CND and/or CNG) shall support a method to access a Self Configuration Server.,FR,Functional,0.8
REQ_00001,P002,Electronic Purse System,DS002,Successful authentication is a prerequisite for the processing of any on-line or offline CEPS transaction,NFR,Security,0.5
REQ_00002,P002,Electronic Purse System,DS002,"On-line authentication must take place between the card issuer and the CEP card for load,unload,and currency exchange transactions",FR,Functional,0.5
REQ_00003,P002,Electronic Purse System,DS002,The card issuer and the CEP card share a secret key to generate and verify MACs,FR,Functional,0.5
REQ_00004,P002,Electronic Purse System,DS002,Off-line authentication must take place between a PSAM in the POS device and the CEP card for purchase and cancel last purchase transactions,FR,Functional,0.5
REQ_00005,P002,Electronic Purse System,DS002,"The card and the PSAM must use a public key algorithm for mutual authentication and session key exchange,as no permanent shared secret key may exist between the CEP card and the PSAM",FR,Functional,0.5
REQ_00006,P002,Electronic Purse System,DS002,"To load value into a slot of the CEP card securely,the load device establishes a connection between the issuer and the CEP card",FR,Functional,0.5
REQ_00007,P002,Electronic Purse System,DS002,"The card should use a unique diversified secret key,personalized into the card,to generate and authenticate transaction signatures",FR,Functional,0.2
REQ_00008,P002,Electronic Purse System,DS002,"If this is not a cash load,the funds issuer needs to verify that the funds are requested by the legitimate account owner,which is normally done by the presentation of an enciphered PIN",FR,Functional,0.5
REQ_00009,P002,Electronic Purse System,DS002,"The card issuer needs to ensure that the load acquirer is guaranteeing payment for the electronic value,and that the card is authentic",FR,Functional,0.5
REQ_00010,P002,Electronic Purse System,DS002,"The load acquirer needs to ensure that the issuer is the true owner of the card,and,in the case of an apparent failure of the load,the load acquirer needs the card presented to authenticate the failure",NFR,Reliability,0.5
REQ_00011,P002,Electronic Purse System,DS002,The load device sends S1 in an authorization request to the issuer,NFR,Security,0.5
REQ_00012,P002,Electronic Purse System,DS002,The load device also provides for verification of the identity of the cardholder (with either on-line or off-line PIN verification) and forwards verification data in the authorization request,FR,Functional,0.5
REQ_00013,P002,Electronic Purse System,DS002,The issuer validates S1 to authenticate the card and the data to be used in the transaction,FR,Functional,0.5
REQ_00014,P002,Electronic Purse System,DS002,The issuer sends S2 to the load acquirer in the authorization response message,NFR,Security,0.5
REQ_00015,P002,Electronic Purse System,DS002,Unloads are permitted only to an account controlled by the card issuer and are performed only at a load device under the control of the card issuer,FR,Functional,0.5
REQ_00016,P002,Electronic Purse System,DS002,"The cardholder must have an account relationship with the card issuer,and funds removed from the card are credited to the cardholder account only after the card issuer authenticates the card",FR,Functional,0.5
REQ_00017,P002,Electronic Purse System,DS002,"The issuer needs only to authenticate the card,and the card needs only to authenticate the issuer and that the data is the same as used by the issuer",FR,Functional,0.5
REQ_00018,P002,Electronic Purse System,DS002,"The card generates S1,using data from the card and load device,and sends S1 to the card issuer to authenticate the card and the data that is to be used in the transaction",FR,Functional,0.5
REQ_00019,P002,Electronic Purse System,DS002,"The card issuer generates S2,which is sent to the card to allow the card to validate the card issuer??s authenticity and to ensure that the data used by the card in the transaction is the same as the card issuer intended",FR,Functional,0.5
REQ_00020,P002,Electronic Purse System,DS002,"In the case of an unsuccessful completion,exception processing outlined in the On-line Exception Processing section is performed",FR,Functional,0.5
REQ_00021,P002,Electronic Purse System,DS002,"During a purchase transaction,the CEP card must ensure that it is dealing with an authentic POS device,and it must generate a signature to allow the card issuer to verify the integrity of the transaction",FR,Functional,0.5
REQ_00022,P002,Electronic Purse System,DS002,"The POS device must ensure that it is dealing with an authentic card,and guarantee integrity of transactions and batches to the merchant acquirer",FR,Functional,0.5
REQ_00023,P002,Electronic Purse System,DS002,"In the case of a reversal,the CEP card must re-authenticate the PSAM",FR,Functional,0.5
REQ_00024,P002,Electronic Purse System,DS002,"The card must ensure that the transaction is performed by the same POS device as was used for the purchase being canceled,and that the amount of the cancellation is the same as the amount of the purchase,or,in the case of an incremental purchase,the same as the amount of the last step",FR,Functional,0.5
REQ_00025,P002,Electronic Purse System,DS002,"During a Cancel Last Purchase transaction,the CEP card is authenticated by the PSAM in the POS device",FR,Functional,0.5
REQ_00026,P002,Electronic Purse System,DS002,"The PSAM authenticates that the purchase transaction being canceled was performed by the PSAM,and that the transaction being canceled is part of the active batch",FR,Functional,0.5
REQ_00027,P002,Electronic Purse System,DS002,The card issuer and the merchant acquirer also authenticate the transaction when they receive it,FR,Functional,0.5
REQ_00028,P002,Electronic Purse System,DS002,Transmissions between host systems should be protected by MACs based on unique keys that are shared by the nodes involved,FR,Functional,0.2
REQ_00029,P002,Electronic Purse System,DS002,"The transaction signatures ensure end to end integrity of transmitted data for load,unload,and currency exchange transactions",FR,Functional,0.5
REQ_00030,P002,Electronic Purse System,DS002,These totals are used by the merchant acquirer to ensure the integrity of the batch,FR,Functional,0.5
REQ_00031,P002,Electronic Purse System,DS002,"The count and amount of the transactions in the batch must be protected by the S4 MAC,This information is not part of the card issuer??s verification process",FR,Functional,0.5
REQ_00032,P002,Electronic Purse System,DS002,Scheme providers must assign unique identifying numbers to merchant acquirers who provide PSAMs,NFR,Performance,0.8
REQ_00033,P002,Electronic Purse System,DS002,These merchant acquirers must then assign unique identifiers to PSAMs,FR,Functional,0.5
REQ_00034,P002,Electronic Purse System,DS002,"Each PSAM must maintain a transaction count,The unique PSAM ID and the transaction count are used during a conversation with a CEP card. The transaction count must not be reset during the life of the PSAM",FR,Functional,0.5
REQ_00035,P002,Electronic Purse System,DS002,"Contain the CA public RSA key,the PSAM??s private RSA key and optionally the certificates that the POS device uses to perform mutual authentication with the CEP card",NFR,Security,0.5
REQ_00036,P002,Electronic Purse System,DS002,"Perform the calculation required to generate a signature using the PSAM??s private RSA key,to allow the CEP card to validate the PSAM",FR,Functional,0.5
REQ_00037,P002,Electronic Purse System,DS002,Contain the latest transaction count and amount of batches that have not been deleted from the POS device by the merchant or merchant acquirer,FR,Functional,0.5
REQ_00038,P002,Electronic Purse System,DS002,Contain the details of a transaction between the initialize command for that transaction and the initialize command for the next transaction,FR,Functional,0.5
REQ_00039,P002,Electronic Purse System,DS002,"Be the entity that maintains control over the flow of a transaction,ensuring that all security is enforced",NFR,Security,0.5
REQ_00040,P002,Electronic Purse System,DS002,Perform the verification of signatures and certificates during a purchase and cancel last purchase transaction,FR,Functional,0.5
REQ_00041,P002,Electronic Purse System,DS002,Ensure that each batch of transactions is cleared and settled once and only once,FR,Functional,0.5
REQ_00042,P002,Electronic Purse System,DS002,Send transactions to card issuers or their processors in a standard format defined in agreement with the scheme provider,FR,Functional,0.5
REQ_00043,P002,Electronic Purse System,DS002,"Ensure that CA public keys,aggregation parameters,blocking lists and issuer certificate revocation lists from the scheme providers are sent to the POS devices",FR,Functional,0.5
REQ_00044,P002,Electronic Purse System,DS002,"Share one or more MAC keys with connecting processors,create a MAC on each transmission sent to another processor,and verify the MAC on each transmission received from another processor",FR,Functional,0.5
REQ_00045,P002,Electronic Purse System,DS002,Send transactions to other processors in a standard format defined in agreement with the scheme provider,FR,Functional,0.5
REQ_00046,P002,Electronic Purse System,DS002,"If a supported scheme provider has a dispute resolution process,participate in that dispute resolution process with connecting processors to resolve any issues related to invalid transactions. These resolution processes should include a mechanism for repayment of funds associated with invalid transactions",FR,Functional,0.2
REQ_00047,P002,Electronic Purse System,DS002,"The scheme provider must ensure that the entire process between merchants,merchant acquirers,card issuers,and processors is auditable and reconcilable",FR,Functional,0.5
REQ_00048,P002,Electronic Purse System,DS002,"If errors in the card issuer MAC are discovered by the card issuer during its processing of the transactions,a dispute mechanism,established by the scheme provider,may be used to have money refunded",FR,Functional,0.5
REQ_00049,P002,Electronic Purse System,DS002,"If a scheme provider establishes a central error repository,all transactions for the scheme with MAC errors must be sent to that central error repository whether or not they are submitted to the dispute process",FR,Functional,0.5
REQ_00050,P002,Electronic Purse System,DS002,"Payment for a transaction is only required when a detail transaction is submitted for payment,A merchant acquirer may choose to pay the merchant using the batch total",FR,Functional,0.5
REQ_00051,P002,Electronic Purse System,DS002,The timing of payment to the merchant must be established between the merchant and the merchant acquirer,FR,Functional,0.5
REQ_00052,P002,Electronic Purse System,DS002,"A purchase transaction may be reversed,prior to the removal of the CEP card from the POS device,by sending a purchase reversal command to the CEP card,The CEP card must authenticate the PSAM using certificates previously exchanged",FR,Functional,0.5
REQ_00053,P002,Electronic Purse System,DS002,The amount to be reversed is the amount of the last step of the transaction. The reversal command sent to the CEP card contains a S2 MAC computed by the PSAM,FR,Functional,0.5
REQ_00054,P002,Electronic Purse System,DS002,"The PSAM in the POS device generates a merchant acquirer S5 MAC for the transaction,computes a new S4 MAC on the updated batch total count and amount,and logs the transaction",FR,Functional,0.5
REQ_00055,P002,Electronic Purse System,DS002,"The CEP card authenticates the PSAM using the certificates previously received and the S2,The CEP card increments the value of the purse and logs the transaction",FR,Functional,0.5
REQ_00056,P002,Electronic Purse System,DS002,The CEP card sends a response to the reversal command to the POS device. The reversal is considered to be successful even in the event of a negative response or no response from the CEP card,FR,Functional,0.5
REQ_00057,P002,Electronic Purse System,DS002,"After the CEP card is inserted in the POS device,the POS device initiates the cancel last purchase transaction",FR,Functional,0.5
REQ_00058,P002,Electronic Purse System,DS002,"If the POS device supports multiple applications or multiple transaction types,an interaction between the terminal and consumer or sales agent determines the CEP application and the function to be performed (cancel last purchase transaction)",FR,Functional,0.5
REQ_00059,P002,Electronic Purse System,DS002,"The CEP card verifies that the PSAM is the PSAM used in the original transaction,computes a S1 MAC using the same DES session key that was used for the purchase transaction being cancelled,and responds to the POS device with the S1 and the identification of the last transaction. If the purchase transaction to be canceled has been canceled or is not part of the active batch,the command is not allowed",FR,Functional,0.5
REQ_00060,P002,Electronic Purse System,DS002,The PSAM either retrieves or re-derives the DES session key used for the purchase transaction being cancelled. The POS device authenticates the CEP card using this key and the S1 MAC,FR,Functional,0.5
REQ_00061,P002,Electronic Purse System,DS002,The PSAM in the POS device generates a merchant acquirer S5 MAC for the transaction and a new S4 MAC for the batch total count and amount and logs the transaction. The amount of the canceled last purchase transaction is subtracted from the header amount. The transaction is kept in a data store associated with the POS device until the merchant acquirer collects it,FR,Functional,0.5
REQ_00062,P002,Electronic Purse System,DS002,"A credit command,which contains the S2 MAC computed by the PSAM using the session key,is sent to the CEP card",FR,Functional,0.5
REQ_00063,P002,Electronic Purse System,DS002,The CEP card authenticates the terminal using the S2 MAC and the session key from the purchase transaction being cancelled. The CEP card increments the value of the purse and logs the transaction. The CEP card verifies that the cancellation amount is equal to the amount of the last step of the purchase transaction,FR,Functional,0.5
REQ_00064,P002,Electronic Purse System,DS002,A transaction collection process must exist. Data being transmitted from the POS devices must be transmitted in a manner that ensures integrity of the data,FR,Functional,0.5
REQ_00065,P002,Electronic Purse System,DS002,The batch is sent to the merchant acquirer. Delivery may involve transmission to multiple intermediate locations or it may be direct to the merchant acquirer,FR,Functional,0.5
REQ_00066,P002,Electronic Purse System,DS002,The merchant acquirer validates the batch to ensure that it has been transmitted correctly and enters it into the log,FR,Functional,0.5
REQ_00067,P002,Electronic Purse System,DS002,"If the business rules allow this transaction is to be aggregated,the PSAM must determine if it has an aggregation record for the card issuer. If the PSAM does not have an aggregation record for the card issuer,a new aggregation record for the card issuer must be created",FR,Functional,0.5
REQ_00068,P002,Electronic Purse System,DS002,The aggregated totals by card issuer must be transmitted to the merchant acquirer at the same time and manner as the non-aggregated detail transactions in the batch,FR,Functional,0.5
REQ_00069,P002,Electronic Purse System,DS002,"Each POS transaction completed at the POS device is given a S5 MAC by the PSAM,which is used by the merchant acquirer to validate that the transactions were made at a POS device with a valid PSAM. The batch total count and amount must be protected by the S4 MAC,which must also be validated by the merchant acquirer",FR,Functional,0.5
REQ_00070,P002,Electronic Purse System,DS002,"The merchant acquirer validates the PSAM??s MACs prior to accepting the POS transactions for payment. In addition,selected data elements are validated to ensure correct processing by the POS device and its PSAM",FR,Functional,0.5
REQ_00071,P002,Electronic Purse System,DS002,"Each purchase transaction is signed by the CEP card with a S6 MAC,which is used by the card issuer to validate that the transaction was made with a legitimate,not counterfeit,CEP card. The card issuer validates the CEP card??s MAC",FR,Functional,0.5
REQ_00072,P002,Electronic Purse System,DS002,"Payment decisions are based on signature validations,scheme provider rules,and merchant and merchant acquirer agreements",FR,Functional,0.5
REQ_00073,P002,Electronic Purse System,DS002,"After investigation,if the merchant acquirer decides,based on scheme rules,to accept the transactions,a method must exist to settle them and forward them to the card issuer",FR,Functional,0.5
REQ_00074,P002,Electronic Purse System,DS002,"A transaction that passes merchant acquirer validations and is forwarded to the card issuer is paid for by the card issuer. If the transaction does not pass card issuer validations,the card issuer may follow the scheme provider??s dispute procedures",FR,Functional,0.5
REQ_00075,P002,Electronic Purse System,DS002,"Pay on detail is the default payment arrangement for merchant acquirers to provide payment to their merchants. In this arrangement,the merchant acquirer relies on the POS transaction S5 MAC to determine acceptance. Merchants are paid only for valid POS transactions",FR,Functional,0.5
REQ_00076,P002,Electronic Purse System,DS002,POS transactions that were rejected for payment by the merchant acquirer are flagged with an error code indicating the type of validation failure and are forwarded to the card issuer for CEP card history information only,NFR,Reliability,0.5
REQ_00077,P002,Electronic Purse System,DS002,All load transactions are on-line transactions. Authorization of funds for load transactions must require a form of cardholder verification. The load device must support on-line encrypted PIN or off-line PIN verification,FR,Functional,0.5
REQ_00078,P002,Electronic Purse System,DS002,Off-line PIN verification must include both encrypted and unencrypted PIN,FR,Functional,0.5
REQ_00079,P002,Electronic Purse System,DS002,The card verification method indicator (CVMI) in the CEP card must specify support of online PIN verification and at least one method of off-line PIN verification (encrypted or unencrypted),FR,Functional,0.5
REQ_00080,P002,Electronic Purse System,DS002,"Since these transactions are on-line to the issuer,the issuer has the opportunity to lock the card or the application. These transactions are not available to a card that has already been locked",FR,Functional,0.5
REQ_00081,P002,Electronic Purse System,DS002,Card issuers must inform their cardholders as to which currencies they support in electronic purses,FR,Functional,0.5
REQ_00082,P002,Electronic Purse System,DS002,Load acquirers must determine the currencies that they must support for load transaction,FR,Functional,0.5
REQ_00083,P002,Electronic Purse System,DS002,"The CEP application must contain data that indicates the presence of a linked financial institution. If a linked financial institution is established for the CEP application,then linked loads must be allowed and data in the application must indicate whether linked loads are supported",FR,Functional,0.5
REQ_00084,P002,Electronic Purse System,DS002,"Flexibility is required to accommodate the variety of environments where unlinked loads may be implemented. As a result,the design specification must not preclude dual-leg transactions** from taking place either sequentially or in parallel. The design of a given implementation will vary depending on the device,host,and network capabilities",FR,Functional,0.5
REQ_00085,P002,Electronic Purse System,DS002,"Unload and currency exchange transactions are optional for CEP card issuers. The CEP card must indicate whether the card issuer supports these transactions. However,if a card issuer issues multi-currency capable cards,it must provide its cardholder with a facility to remove any remaining value. As a result,if a card issuer supports loading of multiple currencies onto a card,then it must support the unload or currency exchange transaction or both",FR,Functional,0.5
REQ_00086,P002,Electronic Purse System,DS002,The card issuer must establish its policies for assigning and adjusting slot maximum balances. These policies may require the card issuer to maintain a card database,FR,Functional,0.5
REQ_00087,P002,Electronic Purse System,DS002,"Currency exchange rate fluctuations may increase the card issuers liability. The card issuer must be able to adjust maximum balances to bring them in line with their policies. The card issuer may update the maximum balances as part of a load,a partial unload,and a currency exchange transaction. On a currency exchange transaction,only the ??to? currency maximum balance may be updated",FR,Functional,0.5
REQ_00088,P002,Electronic Purse System,DS002,"A CEP card may contain currencies that the load acquirer does not support. As a result,load devices must use the alphabetic issuer-supplied currency code and currency exponent from the CEP slot(s) to display the source amounts for the currency conversion transaction",FR,Functional,0.5
REQ_00089,P002,Electronic Purse System,DS002,Card issuers must provide an alphabetic currency code in each message that establishes a new currency. This alphabetic currency code and the currency exponent will be used by the load device to display currency balances. This allows the cardholder to identify the currency being displayed,FR,Functional,0.5
REQ_00090,P002,Electronic Purse System,DS002,"Script messages that conform to EMV specifications may be included as part of load,unload and currency exchange messages from the card issuer to the CEP card. An update key must be used when card parameters are changed. Script messages may be sent to the CEP card either before or after the credit for load,debit of unload and currency exchange commands",FR,Functional,0.5
REQ_00091,P002,Electronic Purse System,DS002,All on-line messages must have the ability to include card issuer discretionary data from the CEP card,FR,Functional,0.5
REQ_00092,P002,Electronic Purse System,DS002,The card issuer must notify the cardholder if the assessment of service fees by the card issuer during the currency exchange transaction may result in a balance of zero after the transaction has completed,FR,Functional,0.5
REQ_00093,P002,Electronic Purse System,DS002,The card issuer must have the ability to deactivate a CEP application in the response to a load or currency exchange transaction,FR,Functional,0.5
REQ_00094,P002,Electronic Purse System,DS002,"The CEP card may support multiple currencies. Each currency occupies a ??slot? within the CEP. The slots are defined by the currency supported. The currency for an individual slot is determined during load or currency exchange. Currency exchange could apply to a single slot,and then only for the total balance",FR,Functional,0.5
REQ_00095,P002,Electronic Purse System,DS002,"It is a card issuer??s decision to determine the currencies that are allowed to occupy slots in the CEP card. This decision is made by the card issuer during the load or currency exchange transaction,by approving or rejecting the request to authorize the transaction",FR,Functional,0.5
REQ_00096,P002,Electronic Purse System,DS002,A single currency cannot occupy more than one slot. The CEP card must not permit a slot to be assigned a currency if another slot in the CEP card has already been assigned to that currency,FR,Functional,0.5
REQ_00097,P002,Electronic Purse System,DS002,"The CEP card limits each slot to a maximum balance. The maximum balance for a slot is established when a currency is assigned to the slot,and is determined externally by the card issuer or by CEP card data which indicates a maximum balance in a reference currency. There is no requirement that all slot maximums have the same relative value,and there is no requirement for the card to maintain a maximum total value",FR,Functional,0.5
REQ_00098,P002,Electronic Purse System,DS002,Only one version of the CA public key is required in the card. This requires that the PSAMs with which the CEP card exchanges cryptograms must be capable of generating and validating cryptograms using the relevant keys from all current cards,FR,Functional,0.5
REQ_00099,P002,Electronic Purse System,DS002,"Two-way,or mutual,authentication,where the card authenticates the terminal and the terminal authenticates the card for each transaction,must be performed for off-line transactions",FR,Functional,0.5
REQ_00100,P002,Electronic Purse System,DS002,"For increased security and convenience,asymmetric cryptography must be used as the authentication security for off-line transactions",FR,Functional,0.5
REQ_00101,P002,Electronic Purse System,DS002,"The card must authenticate the terminal at the point of sale,ensuring that it is genuine and valid,and use a two-way authentication process",FR,Functional,0.5
REQ_00102,P002,Electronic Purse System,DS002,"The terminal must authenticate the card and the transaction at the point of sale,ensuring that they are genuine and valid",FR,Functional,0.5
REQ_00103,P002,Electronic Purse System,DS002,The terminal must participate in a two-way authentication process with the card,FR,Functional,0.5
REQ_00104,P002,Electronic Purse System,DS002,"For cancel last purchase transactions,the terminal must validate the card and sign the cancellation",FR,Functional,0.5
REQ_00105,P002,Electronic Purse System,DS002,The terminal must secure transactions by retaining the card??s symmetric MACing key signature as part of the transaction,FR,Functional,0.5
REQ_00106,P002,Electronic Purse System,DS002,The terminal must generate a symmetric MACing key signature and send it to the merchant acquirer,FR,Functional,0.5
REQ_00107,P002,Electronic Purse System,DS002,"Incremental purchase transactions must use two-way authentication for the initial session authentication,and at least one-way,with the terminal authenticating the card,for the remaining increments or some of the remaining increments",FR,Functional,0.5
REQ_00108,P002,Electronic Purse System,DS002,Load and unload functions must be authenticated using end-to-end security between the card and the card issuer,FR,Functional,0.5
REQ_00109,P002,Electronic Purse System,DS002,The issuer host must authenticate the card upon the load/unload request,FR,Functional,0.5
REQ_00110,P002,Electronic Purse System,DS002,The card must authenticate the issuer host upon the response to the request,FR,Functional,0.5
REQ_00111,P002,Electronic Purse System,DS002,A proof must be sent to the load acquirer that a load or unload occurred to avoid repudiation,FR,Functional,0.5
REQ_00112,P002,Electronic Purse System,DS002,"The management of keys must be accomplished in a secure,certified environment",FR,Functional,0.5
REQ_00113,P002,Electronic Purse System,DS002,"There may be multiple certification authorities that manage keys for the system,including the possibility of one overall highest level certification authority (perhaps on an international level),and domestic certification authorities for each country or region",FR,Functional,0.5
REQ_00114,P002,Electronic Purse System,DS002,"The system must protect the integrity of key transaction data including transaction identification,currency code and amount. If tampering is suspected,the system must cause the transaction to fail",FR,Functional,0.5
REQ_00115,P002,Electronic Purse System,DS002,Expired cards must not be used for loading electronic value,FR,Functional,0.5
REQ_00116,P002,Electronic Purse System,DS002,"The time period during which a cardholder can unload electronic value,perform a purchase or a currency exchange from an expired card may be determined by each issuer",FR,Functional,0.5
REQ_00117,P002,Electronic Purse System,DS002,"Consumers must be able to load electronic value to their cards at any participating load device,regardless of the location,provided that the currency that is requested is supported by the acquirer and the card issuer",FR,Functional,0.5
REQ_00118,P002,Electronic Purse System,DS002,"Funds issuers must accept funds authorization requests,regardless of the load currency type,as permitted",FR,Functional,0.5
REQ_00119,P002,Electronic Purse System,DS002,Load devices that are available to the general public should support multiple sources of funding and support both linked and unlinked loads,FR,Functional,0.2
REQ_00120,P002,Electronic Purse System,DS002,Authorizations for load transactions require a form of cardholder authentication for funds requests,NFR,Security,0.5
REQ_00121,P002,Electronic Purse System,DS002,The load device must support on-line PIN encryption or off-line PIN verification,FR,Functional,0.5
REQ_00122,P002,Electronic Purse System,DS002,The load device which supports only off-line PIN verification must support both the off-line PIN encryption method and the off-line PIN plain text verification method as defined in EMV,FR,Functional,0.5
REQ_00123,P002,Electronic Purse System,DS002,"Unload transactions do not require cardholder authentication. (However,an acquirer??s devices may be configured such that authentication is required for access.)",NFR,Security,0.5
REQ_00124,P002,Electronic Purse System,DS002,The architecture for the electronic purse should not preclude the eventual deployment of a variety of devices to meet the needs of many card acceptance environments. Unload must not be precluded from being supported on any or all of these devices at the option of the acquirer,FR,Functional,0.2
REQ_00001,P003,Card Payment System,DS003,All applications under the GlobalPlatform shall be implemented in a hardware-neutral secure runtime environment,FR,Functional,0.8
REQ_00002,P003,Card Payment System,DS003,The run time environment shall be responsible to separate secure storage for the application code and data,FR,Functional,0.8
REQ_00003,P003,Card Payment System,DS003,The run time environment shall responsible to establish communication services between card and off-card entities,FR,Functional,0.8
REQ_00004,P003,Card Payment System,DS003,Security domain shall ensure complete seperation of keys among the card issuers and other application providers,FR,Functional,0.8
REQ_00005,P003,Card Payment System,DS003,"Security Domains shall support security services such as key handling, encryption, decryption, digital signature generation and verification for their providers' such as card issuer, applicaiton providers and controlling authority",FR,Functional,0.8
REQ_00006,P003,Card Payment System,DS003,"The GlobalPlatform Environment(OPEN) shall responsible for to provide an API to applications,command dispatch, Application selection, (optional) logical channel management, and Card Content management",FR,Functional,0.8
REQ_00007,P003,Card Payment System,DS003,"The OPEN shall responsible to load application code, card content and memory management",NFR,Performance,1
REQ_00008,P003,Card Payment System,DS003,The OPEN shall responsible to enforce security principles defined for Card Content management.,FR,Functional,0.8
REQ_00009,P003,Card Payment System,DS003,"The OPEN shall own the GlobalPlatform register that contains information for managing the card, Executable Load Files,Applications, Security Domain associations, and privileges.",FR,Functional,0.8
